# family=random seed=0
40 400
0 3
0 4
0 6
0 8
0 9
0 13
0 16
0 21
0 25
0 26
0 27
0 31
0 33
0 36
0 38
1 3
1 4
1 6
1 7
1 9
1 11
1 14
1 15
1 16
1 19
1 28
1 30
1 32
1 33
1 34
1 37
1 38
2 9
2 11
2 18
2 23
2 25
2 28
2 30
2 31
2 33
2 35
2 36
2 38
3 7
3 11
3 12
3 14
3 15
3 17
3 18
3 19
3 22
3 23
3 24
3 25
3 26
3 28
3 29
3 31
3 32
3 34
3 35
3 39
4 7
4 10
4 11
4 13
4 14
4 15
4 16
4 19
4 20
4 22
4 24
4 26
4 27
4 28
4 29
4 31
4 32
4 33
4 38
4 39
5 7
5 8
5 9
5 10
5 12
5 15
5 16
5 18
5 20
5 21
5 22
5 23
5 25
5 29
5 30
5 31
5 35
5 38
6 8
6 10
6 11
6 13
6 16
6 17
6 20
6 22
6 24
6 25
6 26
6 27
6 30
6 33
6 35
6 36
6 37
7 11
7 18
7 20
7 22
7 23
7 24
7 27
7 29
7 30
7 32
7 33
7 35
7 36
7 37
7 38
7 39
8 10
8 11
8 12
8 13
8 14
8 16
8 19
8 20
8 22
8 23
8 28
8 31
8 32
8 34
8 35
8 36
8 38
8 39
9 12
9 13
9 15
9 17
9 18
9 19
9 23
9 25
9 26
9 27
9 28
9 30
9 31
9 32
9 33
9 35
9 38
9 39
10 13
10 15
10 16
10 17
10 19
10 21
10 22
10 26
10 27
10 28
10 34
10 35
10 37
10 38
10 39
11 12
11 14
11 15
11 16
11 29
11 33
11 35
12 13
12 14
12 16
12 17
12 20
12 21
12 23
12 25
12 26
12 28
12 29
12 30
12 31
12 35
12 37
12 39
13 14
13 15
13 16
13 17
13 20
13 22
13 23
13 25
13 28
13 30
13 31
13 35
14 19
14 21
14 23
14 25
14 26
14 28
14 33
14 34
14 39
15 16
15 17
15 18
15 22
15 23
15 26
15 27
15 29
15 33
15 34
15 35
15 36
15 37
15 38
16 18
16 20
16 21
16 24
16 25
16 26
16 27
16 30
16 31
16 32
16 34
16 36
16 37
16 38
17 20
17 22
17 24
17 28
17 29
17 31
17 32
17 33
17 34
17 35
17 36
17 37
17 38
18 20
18 21
18 23
18 24
18 25
18 27
18 28
18 29
18 31
18 32
18 33
18 34
18 37
19 21
19 22
19 24
19 25
19 26
19 28
19 29
19 31
19 32
19 33
19 36
19 37
20 22
20 24
20 27
20 29
20 31
20 33
20 34
20 37
20 38
20 39
21 22
21 26
21 28
21 29
21 31
21 33
21 34
21 35
22 23
22 25
22 28
22 29
22 31
22 33
22 35
22 37
22 38
22 39
23 24
23 26
23 28
23 29
23 31
23 33
23 34
23 36
23 38
24 28
24 29
24 35
24 37
24 38
24 39
25 26
25 27
25 28
25 30
25 31
25 34
25 36
25 38
26 27
26 28
26 29
26 32
26 33
26 34
26 35
26 36
26 37
26 39
27 32
27 34
27 35
28 32
28 34
28 35
28 36
28 37
28 38
29 30
29 34
29 36
29 37
29 38
30 32
30 33
30 34
30 35
30 36
30 37
30 38
31 32
31 33
31 36
31 38
31 39
32 34
32 36
32 37
32 39
33 36
33 37
33 38
33 39
34 36
34 38
34 39
35 36
35 39
36 37
36 38
36 39
38 39
