# family=random seed=2
80 1558
0 3
0 4
0 8
0 12
0 13
0 14
0 19
0 20
0 21
0 22
0 23
0 24
0 25
0 29
0 30
0 31
0 32
0 36
0 43
0 46
0 49
0 51
0 55
0 58
0 62
0 63
0 64
0 66
0 68
0 70
0 77
0 78
1 4
1 8
1 10
1 12
1 13
1 15
1 18
1 19
1 21
1 23
1 24
1 25
1 27
1 29
1 31
1 32
1 34
1 35
1 37
1 38
1 40
1 41
1 42
1 45
1 46
1 47
1 48
1 55
1 56
1 58
1 59
1 60
1 62
1 64
1 66
1 68
1 70
1 71
1 73
1 74
1 75
1 76
1 77
2 6
2 7
2 8
2 13
2 14
2 16
2 17
2 18
2 19
2 21
2 22
2 23
2 24
2 25
2 27
2 28
2 30
2 34
2 37
2 38
2 40
2 41
2 43
2 47
2 49
2 50
2 52
2 53
2 56
2 57
2 58
2 59
2 60
2 62
2 63
2 64
2 66
2 68
2 70
2 71
2 73
2 74
2 75
2 76
3 5
3 9
3 10
3 11
3 13
3 15
3 20
3 21
3 22
3 23
3 24
3 29
3 30
3 32
3 33
3 34
3 35
3 39
3 40
3 41
3 44
3 46
3 50
3 53
3 55
3 57
3 61
3 62
3 63
3 66
3 68
3 69
3 73
3 75
4 5
4 7
4 11
4 12
4 17
4 23
4 26
4 29
4 31
4 33
4 34
4 36
4 37
4 39
4 40
4 41
4 45
4 47
4 48
4 50
4 51
4 53
4 56
4 60
4 61
4 62
4 63
4 64
4 65
4 68
4 70
4 71
4 73
4 75
4 78
5 6
5 10
5 12
5 14
5 19
5 20
5 21
5 22
5 23
5 25
5 27
5 28
5 29
5 30
5 31
5 32
5 33
5 34
5 37
5 40
5 41
5 42
5 43
5 45
5 46
5 48
5 51
5 53
5 65
5 68
5 69
5 70
5 72
5 73
5 75
5 77
5 78
5 79
6 7
6 11
6 13
6 15
6 16
6 18
6 19
6 21
6 22
6 23
6 24
6 25
6 26
6 27
6 28
6 29
6 31
6 32
6 34
6 35
6 37
6 39
6 42
6 45
6 47
6 48
6 50
6 58
6 59
6 61
6 62
6 64
6 68
6 69
6 71
6 72
6 73
6 74
6 75
6 77
7 8
7 10
7 11
7 13
7 15
7 16
7 22
7 23
7 24
7 25
7 26
7 27
7 28
7 29
7 30
7 37
7 38
7 41
7 42
7 43
7 44
7 45
7 46
7 50
7 51
7 54
7 58
7 60
7 61
7 67
7 68
7 73
7 74
7 75
7 78
8 11
8 12
8 13
8 16
8 19
8 20
8 22
8 24
8 26
8 28
8 29
8 31
8 34
8 38
8 39
8 40
8 41
8 42
8 43
8 44
8 45
8 46
8 48
8 49
8 52
8 57
8 58
8 60
8 61
8 63
8 64
8 65
8 66
8 68
8 69
8 70
8 72
8 74
8 75
8 77
8 78
9 12
9 15
9 16
9 19
9 25
9 26
9 27
9 29
9 31
9 32
9 34
9 35
9 36
9 37
9 38
9 41
9 44
9 46
9 48
9 55
9 56
9 57
9 58
9 59
9 60
9 65
9 67
9 69
9 70
9 71
9 73
9 75
9 76
9 79
10 12
10 19
10 20
10 22
10 27
10 30
10 31
10 33
10 34
10 39
10 41
10 42
10 45
10 47
10 49
10 50
10 51
10 52
10 53
10 55
10 57
10 60
10 62
10 63
10 64
10 65
10 69
10 70
10 74
10 76
10 77
10 78
11 15
11 16
11 17
11 18
11 19
11 20
11 25
11 26
11 32
11 34
11 36
11 40
11 43
11 49
11 52
11 55
11 59
11 61
11 62
11 65
11 66
11 69
11 72
11 78
11 79
12 13
12 14
12 16
12 19
12 21
12 22
12 24
12 26
12 27
12 28
12 29
12 30
12 32
12 33
12 34
12 40
12 42
12 43
12 47
12 48
12 51
12 54
12 55
12 58
12 60
12 64
12 65
12 66
12 67
12 68
12 69
12 75
12 76
12 78
12 79
13 15
13 16
13 17
13 19
13 21
13 23
13 24
13 26
13 29
13 31
13 32
13 33
13 34
13 38
13 39
13 41
13 42
13 43
13 45
13 46
13 47
13 48
13 50
13 51
13 57
13 59
13 60
13 61
13 68
13 71
13 73
13 74
13 79
14 18
14 19
14 20
14 23
14 26
14 28
14 29
14 33
14 37
14 38
14 39
14 40
14 41
14 42
14 45
14 48
14 49
14 52
14 54
14 55
14 57
14 58
14 61
14 64
14 69
14 71
14 72
14 73
14 74
14 75
14 76
14 77
15 16
15 18
15 19
15 20
15 24
15 25
15 26
15 27
15 28
15 29
15 30
15 33
15 34
15 36
15 37
15 38
15 39
15 40
15 41
15 42
15 45
15 46
15 47
15 51
15 53
15 57
15 58
15 59
15 62
15 63
15 66
15 68
15 69
15 73
15 78
15 79
16 18
16 22
16 24
16 28
16 37
16 38
16 39
16 40
16 42
16 44
16 46
16 47
16 48
16 51
16 52
16 53
16 54
16 56
16 59
16 60
16 61
16 62
16 63
16 65
16 67
16 69
16 71
16 75
16 76
17 18
17 23
17 24
17 25
17 30
17 31
17 32
17 33
17 37
17 41
17 42
17 47
17 48
17 49
17 50
17 51
17 54
17 56
17 60
17 63
17 64
17 66
17 67
17 68
17 69
17 70
17 71
17 72
17 76
18 19
18 20
18 21
18 22
18 25
18 29
18 31
18 34
18 36
18 37
18 39
18 40
18 41
18 42
18 44
18 45
18 46
18 47
18 48
18 50
18 51
18 52
18 54
18 55
18 56
18 60
18 62
18 63
18 64
18 71
18 75
18 79
19 23
19 25
19 27
19 28
19 29
19 32
19 38
19 39
19 41
19 44
19 45
19 46
19 50
19 53
19 55
19 57
19 58
19 60
19 62
19 63
19 69
19 72
19 75
19 76
19 77
20 25
20 29
20 31
20 32
20 35
20 37
20 38
20 41
20 43
20 44
20 45
20 46
20 47
20 50
20 51
20 52
20 53
20 54
20 57
20 58
20 60
20 63
20 64
20 69
20 70
20 72
20 73
20 75
20 77
20 78
20 79
21 26
21 30
21 31
21 35
21 37
21 39
21 40
21 42
21 46
21 47
21 49
21 50
21 52
21 55
21 57
21 58
21 63
21 64
21 67
21 70
21 71
21 72
21 74
21 76
21 78
22 23
22 24
22 26
22 29
22 30
22 33
22 38
22 39
22 40
22 43
22 44
22 47
22 48
22 49
22 51
22 54
22 55
22 59
22 61
22 63
22 64
22 69
22 70
22 73
22 74
22 75
22 76
22 78
22 79
23 24
23 31
23 32
23 33
23 34
23 35
23 36
23 40
23 41
23 42
23 43
23 44
23 47
23 51
23 52
23 54
23 55
23 59
23 60
23 61
23 62
23 63
23 66
23 67
23 68
23 70
23 72
23 73
23 75
23 78
24 26
24 27
24 28
24 29
24 32
24 34
24 35
24 36
24 38
24 42
24 43
24 44
24 48
24 56
24 61
24 63
24 65
24 69
24 71
24 72
24 74
24 75
24 79
25 30
25 32
25 34
25 35
25 37
25 38
25 39
25 40
25 41
25 42
25 44
25 45
25 46
25 50
25 51
25 53
25 55
25 57
25 58
25 59
25 64
25 66
25 67
25 69
25 70
25 71
25 72
25 73
25 74
25 79
26 28
26 29
26 33
26 34
26 35
26 36
26 39
26 40
26 46
26 53
26 55
26 59
26 61
26 62
26 63
26 64
26 65
26 67
26 68
26 70
26 71
26 72
26 74
26 75
26 76
26 77
26 79
27 28
27 29
27 30
27 34
27 35
27 37
27 40
27 42
27 44
27 47
27 49
27 50
27 51
27 54
27 55
27 57
27 58
27 63
27 64
27 66
27 67
27 68
27 69
27 71
27 74
