# family=random seed=1
40 378
0 1
0 4
0 5
0 6
0 9
0 10
0 12
0 14
0 15
0 17
0 20
0 21
0 24
0 25
0 26
0 27
0 28
0 29
0 30
0 31
0 32
0 33
0 34
0 35
0 36
1 2
1 5
1 6
1 10
1 13
1 19
1 20
1 22
1 23
1 27
1 28
1 32
1 33
1 34
1 35
1 39
2 3
2 9
2 13
2 14
2 17
2 25
2 26
2 29
2 31
2 32
2 33
2 37
2 38
2 39
3 4
3 10
3 13
3 14
3 15
3 17
3 18
3 20
3 21
3 22
3 24
3 25
3 27
3 28
3 29
3 30
3 31
3 32
3 33
3 34
3 37
4 5
4 6
4 7
4 9
4 13
4 17
4 19
4 21
4 23
4 24
4 27
4 29
4 32
4 33
4 34
4 36
5 6
5 11
5 12
5 13
5 15
5 16
5 17
5 19
5 20
5 21
5 24
5 25
5 26
5 29
5 30
5 34
5 37
5 39
6 8
6 9
6 11
6 15
6 16
6 17
6 22
6 24
6 25
6 26
6 30
6 33
6 35
6 36
6 37
7 9
7 10
7 13
7 15
7 16
7 18
7 19
7 21
7 22
7 23
7 24
7 26
7 28
7 31
7 32
7 33
7 34
7 36
7 37
7 39
8 10
8 11
8 12
8 16
8 17
8 23
8 25
8 26
8 27
8 28
8 30
8 34
8 35
8 36
8 37
9 10
9 11
9 15
9 16
9 17
9 18
9 20
9 21
9 23
9 25
9 27
9 30
9 32
9 36
9 37
10 11
10 13
10 15
10 16
10 23
10 24
10 25
10 28
10 29
10 35
10 36
10 37
10 38
10 39
11 13
11 15
11 16
11 17
11 18
11 19
11 21
11 22
11 24
11 25
11 29
11 32
11 33
11 34
11 35
11 36
12 13
12 15
12 16
12 19
12 22
12 25
12 33
12 34
12 35
12 38
13 15
13 17
13 19
13 23
13 26
13 31
13 34
13 36
13 37
13 38
13 39
14 17
14 19
14 20
14 21
14 22
14 24
14 25
14 26
14 27
14 31
14 32
14 34
14 36
15 18
15 22
15 23
15 24
15 26
15 32
15 35
15 37
15 39
16 17
16 18
16 19
16 20
16 23
16 25
16 26
16 27
16 28
16 34
16 36
16 39
17 18
17 21
17 22
17 23
17 24
17 25
17 31
17 36
18 24
18 25
18 29
18 31
18 32
18 33
18 36
18 37
18 39
19 23
19 26
19 27
19 29
19 30
19 33
19 36
20 21
20 23
20 25
20 28
20 29
20 33
20 36
20 37
21 22
21 24
21 26
21 30
21 32
21 33
21 35
21 37
22 23
22 24
22 25
22 26
22 27
22 28
22 29
22 32
22 33
22 38
23 24
23 26
23 27
23 28
23 29
23 30
23 31
23 33
23 35
23 37
24 26
24 29
24 30
24 33
24 36
24 38
24 39
25 27
25 28
25 29
25 30
25 33
25 34
25 36
25 37
25 38
25 39
26 27
26 33
26 37
26 38
27 29
27 33
27 34
27 35
27 36
27 38
28 33
28 35
28 39
29 30
29 32
29 33
29 35
29 37
29 38
29 39
30 33
30 35
30 37
30 38
30 39
31 33
31 34
31 38
31 39
32 33
32 35
32 36
33 34
33 36
34 39
35 36
35 37
35 39
36 37
36 39
38 39
