# family=random seed=0
80 634
0 26
0 36
0 41
0 47
0 53
0 57
0 71
0 72
0 76
1 20
1 27
1 32
1 33
1 35
1 40
1 47
1 48
1 50
1 51
1 55
1 57
1 62
1 64
1 65
1 67
1 72
1 75
2 5
2 15
2 18
2 32
2 33
2 45
2 48
2 60
2 63
2 71
2 74
2 75
3 4
3 7
3 12
3 18
3 19
3 25
3 36
3 37
3 43
3 44
3 52
3 53
3 55
3 59
3 76
3 77
3 79
4 5
4 19
4 25
4 28
4 31
4 32
4 35
4 38
4 55
4 56
4 63
4 64
4 66
4 68
4 69
4 72
4 73
5 23
5 24
5 27
5 33
5 35
5 38
5 39
5 45
5 50
5 52
5 53
5 56
5 67
5 71
6 7
6 13
6 14
6 22
6 29
6 35
6 38
6 41
6 45
6 46
6 48
6 50
6 53
6 59
6 60
6 62
6 65
6 66
6 69
6 77
6 79
7 9
7 18
7 19
7 20
7 21
7 22
7 26
7 29
7 33
7 54
7 59
7 62
7 67
7 76
7 78
8 12
8 18
8 25
8 40
8 44
8 53
8 56
8 58
8 61
8 63
8 68
8 69
8 78
9 11
9 18
9 26
9 29
9 32
9 33
9 34
9 36
9 56
9 57
9 58
9 60
9 68
9 74
9 75
9 79
10 19
10 21
10 24
10 28
10 29
10 30
10 35
10 39
10 40
10 42
10 57
10 59
10 68
10 70
11 16
11 21
11 22
11 26
11 40
11 45
11 60
11 61
11 74
11 75
11 77
11 78
12 14
12 15
12 22
12 33
12 37
12 38
12 42
12 47
12 49
12 52
12 53
12 58
12 63
12 65
12 66
12 68
13 22
13 24
13 48
13 58
13 59
13 60
13 61
13 69
13 73
13 74
13 76
13 77
14 26
14 31
14 42
14 55
14 63
14 72
14 73
14 74
15 18
15 21
15 24
15 27
15 30
15 31
15 32
15 34
15 47
15 48
15 49
15 53
15 55
15 62
15 72
15 75
15 78
16 18
16 23
16 32
16 40
16 42
16 44
16 46
16 48
16 51
16 56
16 57
16 65
16 67
16 70
16 72
16 75
17 18
17 19
17 25
17 30
17 34
17 36
17 38
17 39
17 49
17 52
17 58
17 60
17 62
17 66
17 69
17 71
17 76
18 20
18 23
18 39
18 43
18 47
18 49
18 51
18 58
18 71
18 73
19 23
19 25
19 28
19 34
19 44
19 67
19 68
19 78
20 24
20 28
20 37
20 40
20 49
20 50
20 56
20 62
20 67
20 69
20 72
20 73
20 74
21 22
21 23
21 25
21 28
21 30
21 40
21 41
21 50
21 63
22 25
22 28
22 41
22 48
22 49
22 52
22 56
22 58
22 59
22 62
22 64
22 65
22 68
22 69
23 29
23 41
23 42
23 44
23 58
23 60
23 74
23 79
24 25
24 32
24 41
24 56
24 57
24 58
24 71
24 79
25 34
25 41
25 43
25 48
25 51
25 59
25 62
25 73
25 74
25 77
26 29
26 35
26 37
26 43
26 48
26 50
26 58
27 35
27 40
27 43
27 52
27 55
27 59
27 68
27 72
28 31
28 42
28 45
28 51
28 58
28 61
28 71
29 31
29 32
29 37
29 38
29 39
29 41
29 52
29 55
29 58
29 63
29 66
29 67
29 73
29 77
30 45
30 60
30 64
30 66
30 69
30 72
30 73
30 77
30 79
31 45
31 50
31 51
31 52
31 60
31 62
31 73
32 34
32 36
32 37
32 42
32 48
32 54
32 61
32 62
32 63
32 65
32 66
32 72
32 76
32 79
33 42
33 45
33 47
33 55
33 57
33 59
33 60
33 66
33 70
33 72
33 78
34 39
34 44
34 45
34 46
34 62
34 68
34 69
34 74
34 75
34 78
35 39
35 48
35 49
35 53
35 63
36 41
36 46
36 53
36 61
36 64
36 66
36 76
36 77
37 49
37 56
37 58
37 62
37 65
37 71
37 76
38 41
38 45
38 47
38 50
38 59
38 60
38 63
38 64
38 66
38 69
38 76
39 43
39 47
39 56
39 57
39 65
39 68
39 69
39 76
39 78
40 42
40 51
40 53
40 54
40 55
40 65
40 74
41 47
41 48
41 53
41 56
41 61
41 67
41 73
42 43
42 44
42 49
42 56
42 59
42 61
42 70
42 79
43 44
43 47
43 49
43 53
43 61
43 63
43 67
43 72
44 62
44 70
44 71
44 72
44 78
45 47
45 48
45 52
45 53
45 59
45 73
46 47
46 48
46 55
46 56
46 57
46 60
46 67
46 68
46 71
46 74
47 49
47 52
47 56
47 57
48 50
48 54
48 59
48 60
48 63
48 68
48 73
48 75
49 53
49 54
49 58
49 66
49 67
50 51
50 66
50 67
50 70
50 75
50 78
50 79
51 53
51 55
51 64
51 67
51 68
51 73
51 77
52 60
52 64
52 65
52 66
52 70
52 71
52 75
52 76
52 78
53 56
53 62
53 66
53 68
54 56
54 63
54 64
54 68
54 69
54 72
54 76
55 57
55 59
55 61
55 62
55 71
55 79
56 61
56 72
56 73
57 58
57 64
57 77
58 68
58 70
58 74
59 61
59 64
59 67
59 68
59 69
60 62
60 72
60 75
61 67
61 69
61 72
61 73
61 76
62 64
62 77
63 64
63 66
63 67
63 70
63 74
63 76
64 67
65 67
65 71
65 72
65 73
65 78
66 70
66 74
66 79
67 73
67 76
68 72
68 74
68 78
68 79
69 73
69 74
70 79
71 72
72 74
72 79
73 77
74 75
74 77
74 78
