# family=random seed=2
60 338
0 3
0 4
0 12
0 21
0 22
0 30
0 32
0 36
0 46
1 8
1 24
1 28
1 30
1 35
1 43
1 45
1 47
1 49
1 51
1 54
1 55
1 58
2 3
2 4
2 8
2 10
2 22
2 25
2 29
2 34
2 36
2 37
2 38
2 39
2 40
2 56
2 57
2 59
3 6
3 7
3 21
3 24
3 25
3 34
3 36
3 40
3 46
3 50
3 52
3 58
3 59
4 5
4 10
4 34
4 37
4 39
4 40
4 44
4 51
4 55
5 12
5 14
5 17
5 37
5 43
5 49
5 52
5 55
5 57
6 12
6 13
6 23
6 24
6 26
6 33
6 34
6 38
6 51
6 59
7 20
7 25
7 27
7 36
7 38
8 14
8 19
8 21
8 22
8 35
8 38
8 39
8 51
8 52
8 56
9 28
9 29
9 31
9 35
9 38
9 39
9 41
9 42
9 44
9 47
9 52
9 54
9 55
10 12
10 14
10 15
10 16
10 18
10 27
10 28
10 48
10 51
10 58
11 15
11 16
11 17
11 20
11 37
11 56
11 58
12 15
12 27
12 29
12 38
12 40
12 41
12 44
12 51
13 17
13 19
13 31
13 34
13 38
13 46
13 48
13 49
13 55
13 57
14 15
14 24
14 33
14 36
14 41
14 47
14 48
14 55
15 17
15 19
15 21
15 22
15 27
15 32
15 44
15 46
15 48
16 20
16 44
16 57
17 32
17 34
17 39
17 42
17 47
17 48
17 49
17 52
18 21
18 33
18 43
18 47
18 48
18 54
18 57
18 58
19 20
19 21
19 24
19 29
19 31
19 36
19 37
19 39
19 44
19 48
19 51
19 52
19 55
20 23
20 25
20 26
20 27
20 37
20 39
20 40
20 45
20 51
20 54
20 59
21 26
21 32
21 33
21 42
21 45
21 54
21 57
22 30
22 40
22 44
22 45
22 46
22 49
22 53
22 54
22 58
23 35
23 42
23 43
23 47
23 52
24 27
24 28
24 30
24 36
24 52
24 56
24 58
25 30
25 31
25 37
25 43
25 47
25 53
26 30
26 31
26 37
26 38
26 40
26 44
26 54
27 29
27 31
27 39
27 42
27 44
27 47
27 55
27 57
28 36
28 41
28 45
28 46
28 53
28 57
28 59
29 30
29 37
29 38
29 39
29 46
29 50
30 31
30 33
30 34
30 35
30 45
30 50
30 51
31 50
31 54
32 35
32 45
32 47
32 53
32 56
33 34
33 36
33 47
33 53
33 56
33 57
33 59
34 36
34 37
34 47
34 52
34 56
34 57
35 51
36 41
36 42
36 46
36 51
37 48
37 52
37 59
38 45
38 48
39 42
39 43
39 44
39 51
39 52
39 54
40 43
40 45
41 49
41 50
41 51
41 56
41 58
42 56
42 59
43 48
43 53
44 55
45 48
46 49
46 51
46 52
46 56
46 57
46 59
47 56
48 53
48 58
49 56
49 58
50 56
50 57
51 53
51 59
55 57
56 58
58 59
