# family=random seed=0
60 885
0 3
0 4
0 6
0 8
0 9
0 13
0 16
0 21
0 25
0 26
0 27
0 31
0 33
0 36
0 38
0 41
0 42
0 44
0 45
0 47
0 49
0 52
0 53
0 54
0 57
1 8
1 10
1 12
1 13
1 14
1 17
1 18
1 26
1 28
1 35
1 40
1 42
1 45
1 47
1 48
1 50
1 52
1 53
1 55
2 3
2 7
2 8
2 10
2 11
2 13
2 14
2 15
2 18
2 19
2 20
2 21
2 22
2 24
2 25
2 27
2 28
2 30
2 31
2 35
2 38
2 41
2 42
2 44
2 45
2 46
2 47
2 50
2 51
2 53
2 55
2 57
2 58
2 59
3 4
3 6
3 7
3 8
3 13
3 14
3 16
3 17
3 18
3 19
3 21
3 24
3 25
3 27
3 29
3 30
3 31
3 32
3 34
3 38
3 39
3 40
3 44
3 47
3 50
3 52
3 53
3 55
3 58
3 59
4 7
4 9
4 11
4 12
4 13
4 14
4 17
4 20
4 22
4 23
4 24
4 30
4 37
4 39
4 41
4 42
4 43
4 46
4 48
4 49
4 51
4 52
4 54
4 55
4 56
4 57
4 58
5 6
5 7
5 8
5 9
5 10
5 12
5 15
5 16
5 18
5 19
5 24
5 27
5 28
5 30
5 31
5 32
5 34
5 35
5 38
5 39
5 41
5 43
5 44
5 45
5 49
5 51
5 52
5 53
5 54
5 56
5 57
5 58
5 59
6 8
6 11
6 12
6 15
6 17
6 18
6 19
6 21
6 23
6 24
6 28
6 29
6 30
6 36
6 37
6 39
6 40
6 41
6 42
6 44
6 45
6 46
6 59
7 11
7 13
7 18
7 19
7 21
7 22
7 25
7 26
7 28
7 30
7 31
7 33
7 34
7 35
7 36
7 40
7 42
7 44
7 45
7 46
7 47
7 48
7 51
7 53
7 54
7 56
7 59
8 10
8 11
8 15
8 24
8 26
8 28
8 30
8 31
8 33
8 38
8 39
8 44
8 45
8 46
8 47
8 51
8 52
8 55
8 56
8 58
9 12
9 13
9 14
9 15
9 16
9 17
9 20
9 22
9 23
9 26
9 27
9 28
9 29
9 32
9 33
9 34
9 36
9 38
9 39
9 40
9 44
9 46
9 48
9 52
9 53
9 55
9 56
9 57
9 58
9 59
10 11
10 12
10 13
10 16
10 17
10 19
10 20
10 21
10 23
10 24
10 25
10 27
10 28
10 29
10 30
10 33
10 37
10 38
10 40
10 41
10 42
10 44
10 45
10 47
10 48
10 49
10 52
10 53
10 57
10 59
11 14
11 16
11 18
11 20
11 21
11 24
11 25
11 26
11 27
11 31
11 33
11 34
11 36
11 38
11 39
11 40
11 45
11 47
11 50
11 51
11 53
11 55
11 57
11 59
12 13
12 14
12 15
12 17
12 19
12 20
12 22
12 24
12 25
12 27
12 29
12 34
12 35
12 41
12 43
12 44
12 45
12 46
12 47
12 48
12 50
12 51
12 54
12 56
12 58
13 14
13 15
13 16
13 19
13 20
13 21
13 22
13 23
13 24
13 26
13 31
13 33
13 34
13 42
13 44
13 45
13 46
13 47
13 48
13 50
13 54
13 56
13 57
13 58
14 16
14 17
14 18
14 19
14 20
14 21
14 22
14 24
14 25
14 28
14 30
14 31
14 33
14 35
14 36
14 38
14 41
14 42
14 43
14 44
14 46
14 48
14 49
14 50
14 53
14 54
14 55
14 56
14 59
15 16
15 18
15 20
15 21
15 22
15 25
15 26
15 27
15 29
15 31
15 32
15 38
15 40
15 42
15 46
15 48
15 51
15 53
15 54
15 57
15 59
16 17
16 18
16 21
16 27
16 31
16 35
16 38
16 39
16 40
16 41
16 44
16 46
16 47
16 49
16 54
16 55
16 56
16 59
17 18
17 21
17 23
17 24
17 27
17 28
17 30
17 31
17 32
17 34
17 35
17 37
17 39
17 40
17 41
17 42
17 43
17 46
17 47
17 48
17 52
17 53
17 55
17 56
17 57
17 58
18 21
18 22
18 25
18 26
18 28
18 31
18 32
18 36
18 37
18 39
18 42
18 44
18 45
18 46
18 47
18 48
18 49
18 51
18 52
18 53
18 54
18 55
19 21
19 23
19 25
19 26
19 27
19 29
19 33
19 35
19 37
19 40
19 42
19 48
19 51
19 53
19 57
19 59
20 24
20 25
20 26
20 27
20 30
20 35
20 37
20 39
20 40
20 42
20 43
20 48
20 49
20 50
20 57
21 24
21 28
21 31
21 34
21 35
21 41
21 43
21 45
21 48
21 49
21 51
21 56
22 24
22 28
22 29
22 30
22 31
22 33
22 36
22 38
22 39
22 41
22 43
22 44
22 45
22 47
22 49
22 50
22 51
22 52
22 54
