# family=random seed=1
60 335
0 1
0 9
0 10
0 14
0 20
0 21
0 27
0 36
0 40
0 43
0 57
1 3
1 14
1 15
1 20
1 34
1 43
1 46
1 55
1 57
2 9
2 10
2 11
2 14
2 17
2 18
2 20
2 26
2 29
2 30
2 36
2 37
2 38
2 40
2 54
3 9
3 11
3 15
3 25
3 26
3 33
3 50
3 51
4 9
4 11
4 12
4 13
4 23
4 32
4 34
4 35
4 37
4 41
4 42
4 45
4 53
4 55
4 56
5 8
5 12
5 23
5 42
5 44
5 46
5 47
5 53
5 56
5 58
6 10
6 15
6 17
6 25
6 27
6 31
6 41
6 45
6 47
6 48
6 55
7 20
7 21
7 24
7 38
7 43
7 48
7 50
7 57
8 17
8 19
8 22
8 25
8 29
8 30
8 32
8 53
8 55
9 11
9 18
9 29
9 42
9 46
10 25
10 29
10 35
10 46
10 52
11 12
11 20
11 27
11 29
11 37
11 38
11 46
11 49
11 50
11 51
11 55
12 15
12 17
12 21
12 32
12 42
12 44
12 45
12 47
12 49
12 53
12 54
12 56
12 58
12 59
13 14
13 25
13 32
13 35
13 45
13 49
13 50
13 55
13 58
14 17
14 19
14 21
14 22
14 26
14 39
14 50
14 53
14 56
15 22
15 26
15 36
15 50
15 51
15 55
15 58
15 59
16 19
16 23
16 24
16 27
16 29
16 56
16 59
17 20
17 21
17 41
18 21
18 24
18 25
18 42
18 43
18 46
18 53
19 21
19 25
19 33
19 39
19 41
19 57
20 32
20 33
20 39
20 49
20 53
21 24
21 25
21 27
21 33
21 37
21 38
21 41
21 48
21 50
21 54
21 55
21 57
22 23
22 24
22 25
22 51
22 53
23 26
23 34
23 37
23 39
23 46
23 50
23 56
24 35
24 37
24 39
24 40
24 41
24 42
24 56
25 31
25 40
25 43
25 49
25 53
25 55
26 32
26 38
26 40
26 41
26 42
26 43
26 48
26 52
26 59
27 37
27 50
27 58
28 40
28 46
28 53
28 58
28 59
29 31
29 34
29 40
29 42
29 44
29 49
29 51
30 34
30 44
30 50
30 56
31 34
31 37
31 38
31 54
31 56
31 59
32 38
32 40
32 45
32 48
32 53
32 57
32 58
33 35
33 54
34 40
34 42
34 55
34 56
35 36
35 37
35 44
35 45
35 53
35 54
35 57
36 46
36 50
36 54
36 58
37 42
37 43
37 44
37 46
37 48
37 49
37 56
37 58
38 40
38 42
38 44
38 52
38 53
38 59
39 40
39 41
39 48
40 53
41 49
41 53
41 59
42 43
42 46
42 53
43 47
43 48
43 56
44 45
44 50
45 47
45 49
45 59
46 49
46 52
46 53
46 54
46 57
46 58
47 49
47 50
48 53
48 54
48 58
49 50
49 53
49 55
49 56
50 54
50 57
51 57
51 59
54 55
54 56
57 59
58 59
