# family=structured seed=0
# opt_upper_bound=8
80 1340
18 17
71 29
50 6
48 45
0 5
40 41
19 18
11 14
63 61
72 29
37 8
56 21
3 15
79 10
70 41
7 21
75 12
21 41
60 32
25 11
44 24
64 2
54 74
37 21
65 3
51 68
3 28
68 8
47 34
17 48
63 15
36 61
47 70
21 18
40 31
5 73
75 25
53 6
31 67
51 45
2 40
3 5
14 14
74 65
16 60
47 47
6 15
71 32
69 71
21 31
41 9
27 74
60 22
73 77
34 6
1 57
13 68
65 78
17 38
6 28
62 45
2 30
22 8
66 51
13 45
24 54
16 50
76 64
9 11
58 52
69 61
21 21
11 56
54 54
72 71
51 48
35 40
36 5
1 47
59 25
38 51
9 24
49 60
28 37
29 2
77 42
15 67
18 72
61 70
20 38
60 74
12 34
23 43
24 8
43 21
4 66
45 67
65 45
28 14
47 27
57 77
20 15
0 73
12 47
4 43
43 34
47 4
58 19
9 14
49 50
77 32
7 53
26 66
63 70
62 25
19 63
39 41
4 20
72 38
46 22
56 66
3 60
26 43
46 58
79 55
58 32
49 63
50 28
15 70
7 66
48 67
19 40
11 36
72 51
65 12
76 21
22 50
68 17
46 35
38 31
57 44
68 53
15 47
7 43
8 8
47 79
19 17
71 64
54 11
40 76
41 41
60 54
11 49
23 23
74 74
53 51
56 56
3 50
49 17
7 20
40 53
6 60
39 8
60 67
44 59
67 48
38 21
27 11
79 58
11 3
63 50
41 31
72 18
56 10
25 59
14 49
63 27
40 43
6 50
11 16
44 13
63 63
75 37
25 36
67 38
13 67
55 63
47 59
40 20
61 79
40 56
2 29
54 76
14 3
74 54
12 79
32 57
43 66
67 51
18 9
60 11
10 10
33 30
66 27
31 69
56 13
2 42
43 43
14 16
13 57
59 24
43 79
16 62
35 75
36 40
76 76
9 59
50 60
77 77
69 73
61 69
73 43
25 3
10 23
12 69
78 14
70 10
16 39
35 52
47 26
79 15
9 36
28 49
42 69
8 76
74 21
39 63
23 55
43 33
14 6
55 7
67 18
17 17
50 50
69 63
21 23
61 59
27 66
0 49
20 27
39 40
30 71
23 32
51 14
54 56
4 55
76 43
55 20
28 3
15 69
27 43
74 11
60 76
66 7
39 53
16 6
35 19
28 16
15 46
26 55
5 32
18 51
69 53
73 23
19 52
41 76
24 23
16 19
22 62
47 6
65 60
38 43
49 52
50 17
7 55
0 52
41 53
35 9
46 24
38 20
56 68
7 32
18 41
38 56
20 7
11 38
75 59
34 27
52 75
53 40
4 35
65 14
56 45
49 6
22 52
68 19
67 60
46 37
50 7
15 49
7 45
19 19
63 62
75 36
52 52
44 48
74 76
53 53
57 23
55 62
18 31
79 47
17 72
63 39
75 13
0 19
11 28
72 7
23 2
62 79
25 48
37 22
2 64
13 79
79 24
71 20
36 62
61 6
18 44
5 74
48 72
33 29
25 25
44 38
10 45
3 6
22 19
34 30
25 61
66 62
37 35
49 9
18 21
59 59
71 33
36 75
9 58
21 32
52 19
21 68
62 69
54 65
73 78
34 7
44 51
23 77
43 55
14 28
66 75
59 36
78 49
16 74
48 26
63 42
50 72
21 45
6 65
39 62
54 78
67 17
51 72
59 49
79 27
5 77
10 12
62 59
73 68
39 75
37 2
78 3
55 19
1 48
79 4
70 35
9 25
48 16
62 36
41 13
44 18
31 48
78 16
70 12
16 41
1 61
5 31
49 74
40 25
27 55
60 3
54 45
0 74
13 13
23 57
24 22
16 18
46 46
16 54
9 15
77 33
28 28
50 52
42 48
61 61
11 60
31 38
35 8
12 61
53 62
78 6
24 35
64 71
65 36
56 67
36 9
1 51
68 77
69 42
39 19
42 61
62 39
60 78
12 38
31 51
4 34
53 75
65 49
57 45
3 74
77 23
61 15
7 44
38 68
79 69
58 46
62 16
27 58
11 50
12 15
75 71
1 5
4 47
45 48
16 21
56 57
