# family=structured seed=1
# opt_upper_bound=4
40 533
18 17
15 30
26 30
7 26
7 35
8 9
21 37
11 14
11 23
10 27
25 25
34 3
2 32
25 34
22 10
37 8
37 17
22 37
3 33
14 33
15 7
26 7
18 3
7 12
7 21
18 21
7 30
30 4
30 13
11 9
33 15
10 31
33 33
25 29
22 5
2 36
37 3
22 14
22 23
34 25
37 21
37 30
3 37
14 37
38 4
36 34
26 11
7 7
29 13
29 22
21 18
6 29
29 31
21 27
6 38
10 26
33 28
10 35
25 33
22 9
3 5
22 18
3 14
14 14
22 27
3 23
14 23
15 6
17 25
26 6
28 25
36 38
17 34
28 34
18 11
9 39
6 15
6 24
29 26
21 22
29 35
10 12
10 30
25 28
2 35
32 36
3 9
14 9
37 11
3 18
14 18
36 33
6 10
29 12
29 21
29 30
10 7
20 39
2 21
16 32
36 19
9 11
9 20
17 33
28 33
6 5
29 7
21 3
21 21
31 34
2 7
23 39
2 16
13 13
24 13
24 31
16 36
5 8
36 32
5 26
17 28
28 28
5 35
29 11
20 20
10 6
2 2
4 30
24 8
32 21
13 26
24 26
35 26
1 33
13 35
24 35
35 35
5 12
5 30
6 4
29 6
6 13
19 32
11 37
39 37
23 20
31 33
12 29
12 38
23 38
32 16
13 12
24 12
35 12
13 30
24 30
35 30
1 37
5 7
9 14
27 22
19 36
39 14
39 23
12 6
12 15
31 28
12 24
20 37
32 2
12 33
4 29
1 5
13 7
4 38
24 7
35 7
1 14
24 16
1 23
5 2
28 4
9 9
18 39
27 17
19 22
11 18
8 31
11 27
39 9
39 18
20 14
39 27
12 10
20 23
4 6
4 15
23 28
4 24
23 37
24 2
34 34
1 9
1 18
37 39
16 16
38 13
15 29
26 29
5 6
15 38
26 38
27 3
8 8
27 21
8 17
30 26
27 39
11 22
30 35
0 31
20 9
39 22
12 5
20 18
12 14
23 14
4 10
23 23
1 4
24 6
35 6
16 2
15 15
26 15
15 24
26 24
38 26
7 20
18 20
38 35
7 29
7 38
30 12
27 25
0 8
0 17
30 30
20 4
31 4
23 9
4 5
23 18
22 22
37 20
34 33
3 27
14 27
37 29
15 10
26 10
38 12
7 6
7 15
38 30
7 24
27 11
30 7
27 20
11 3
19 16
0 21
11 21
12 4
22 26
34 28
3 22
14 22
15 5
26 5
38 7
7 10
18 37
19 2
8 11
21 39
10 29
33 31
10 38
22 3
2 34
22 21
3 17
37 19
22 39
26 9
7 5
18 14
18 23
29 29
30 6
29 38
33 8
10 15
33 17
10 24
25 22
25 31
3 3
14 3
37 14
3 21
14 21
37 23
15 4
26 4
36 36
15 13
17 32
26 13
18 9
18 18
9 37
29 15
21 11
29 24
21 20
6 31
33 3
10 10
25 8
25 17
22 2
2 33
22 11
37 9
22 20
13 39
36 22
17 18
7 4
9 23
9 32
26 12
29 10
6 26
6 35
10 5
33 7
10 23
2 19
25 21
10 32
3 11
14 11
36 8
9 18
5 29
17 31
28 31
9 27
5 38
29 5
6 12
6 30
1 27
13 29
24 29
35 29
13 38
24 38
35 38
17 8
28 8
5 15
17 17
28 17
5 24
9 22
6 7
29 9
21 14
21 23
20 27
10 4
25 2
10 13
13 6
32 19
13 15
24 15
35 15
16 11
13 24
1 22
24 24
35 24
36 16
5 10
9 8
6 2
29 4
21 9
8 39
20 22
31 31
12 27
23 27
4 23
13 10
24 10
35 10
32 32
13 37
36 2
5 5
9 3
9 21
6 6
8 25
39 3
8 34
30 34
31 8
11 39
39 21
31 17
12 13
39 39
23 22
20 35
23 31
1 3
13 5
24 5
35 5
13 14
24 14
1 21
16 19
1 39
30 29
0 25
8 38
20 3
30 38
0 34
39 25
20 21
4 4
4 13
12 26
12 35
34 32
37 37
16 14
38 29
5 4
38 38
5 13
30 15
11 11
30 24
27 37
11 20
8 33
11 29
39 11
39 20
23 3
12 12
31 25
23 21
12 30
4 26
13 4
24 4
4 35
35 4
1 11
35 13
1 20
3 39
14 39
38 6
38 15
38 24
38 33
18 27
7 36
27 14
30 10
27 23
11 6
19 19
8 28
19 28
0 33
20 11
12 7
23 7
4 12
37 18
34 31
37 27
3 34
15 8
38 10
7 13
15 26
26 26
18 22
15 35
26 35
27 9
30 5
27 18
8 14
27 27
0 28
33 25
33 34
23 11
4 7
34 8
25 39
34 17
3 20
14 20
37 22
26 3
38 5
15 12
