# family=structured seed=0
# opt_upper_bound=6
60 912
49 23
28 58
7 35
8 9
0 5
29 41
48 54
6 48
11 23
52 24
44 20
10 27
33 29
44 29
25 25
52 42
44 38
34 3
22 37
3 42
14 42
55 43
7 3
14 51
18 3
26 16
59 50
17 44
36 57
47 57
59 59
17 53
9 49
48 31
9 58
19 4
30 4
6 34
48 40
41 10
21 41
33 6
29 54
40 54
41 19
52 37
25 20
10 31
33 33
52 46
34 7
2 36
53 20
45 16
51 50
2 45
25 47
51 59
2 54
32 55
3 28
14 28
59 27
16 56
26 2
38 4
59 36
15 11
26 11
7 7
18 7
28 39
18 16
6 29
29 40
40 40
6 47
44 10
52 23
25 6
10 17
44 19
25 15
10 35
45 2
2 31
25 33
10 44
56 11
14 5
22 18
3 14
14 14
22 27
24 46
3 23
14 23
14 32
15 6
17 25
55 42
59 40
28 34
36 47
9 30
47 47
59 49
29 8
36 56
9 39
40 8
5 50
29 26
40 26
48 39
6 33
21 31
40 44
33 5
6 51
21 49
10 12
39 48
54 46
10 21
10 30
2 26
23 58
22 13
51 49
3 9
14 9
37 11
35 41
43 45
3 18
14 18
16 37
1 48
59 17
16 46
55 28
17 20
5 27
48 7
17 38
36 51
9 34
47 51
28 47
29 12
5 54
21 17
41 4
42 58
21 35
52 13
44 9
2 12
31 48
12 44
20 57
12 53
43 31
4 58
55 5
13 36
55 14
24 45
59 12
32 58
55 23
28 6
55 32
47 28
55 41
28 24
9 20
5 31
9 29
5 40
6 5
28 42
40 16
9 47
21 12
21 21
50 57
21 30
39 29
11 56
44 4
31 43
23 39
2 16
31 52
54 54
12 48
13 13
4 44
32 26
12 57
13 22
24 22
4 53
43 26
1 29
24 31
55 9
1 38
55 18
1 47
16 45
5 8
17 10
46 46
59 25
17 19
36 32
47 32
49 51
28 28
9 24
48 6
9 33
50 34
29 11
40 11
27 50
8 46
54 13
27 59
20 20
11 51
39 33
2 2
32 3
54 40
23 34
51 16
20 47
4 30
51 25
35 8
4 39
35 17
4 48
24 26
35 26
43 39
34 58
1 33
35 35
16 31
35 44
5 3
46 41
28 14
57 50
47 27
49 46
28 23
57 59
58 24
50 20
9 28
5 39
7 58
18 58
29 6
27 36
40 6
58 42
42 34
50 47
19 41
30 41
54 8
0 37
11 37
19 50
31 24
4 25
32 7
12 38
35 3
20 51
43 16
51 20
51 29
35 12
43 25
12 56
35 21
1 28
35 30
16 26
46 27
1 37
57 36
47 13
28 9
46 45
38 41
28 18
57 54
9 14
49 50
58 28
49 59
58 46
39 5
27 49
50 51
8 54
30 54
42 56
23 15
51 6
43 2
12 42
1 5
23 42
4 38
45 39
24 16
1 23
55 3
46 31
57 31
38 27
49 27
17 4
15 34
38 36
49 36
57 49
58 14
9 9
26 43
58 23
42 6
26 52
7 48
58 32
8 40
31 5
42 42
31 14
12 10
0 54
12 19
4 15
23 28
53 29
12 37
24 2
53 38
34 34
56 34
13 11
45 43
37 39
16 16
45 52
57 17
14 46
37 48
49 13
46 26
3 55
14 55
46 35
5 6
58 9
38 40
7 34
18 34
49 49
58 18
8 8
15 56
26 56
42 10
19 17
30 17
11 13
42 28
11 22
19 35
30 35
39 13
19 44
30 44
0 40
11 40
41 41
23 14
4 10
23 23
4 19
10 53
25 51
16 2
3 32
57 12
22 54
45 56
56 56
15 15
38 17
57 30
3 59
14 59
26 24
38 35
7 29
18 29
8 3
19 3
7 47
19 12
30 12
27 25
0 8
42 14
19 21
30 21
42 23
48 48
48 57
