# family=structured seed=1
# opt_upper_bound=8
80 1358
79 33
70 64
63 25
40 41
6 48
11 14
25 34
74 75
67 36
32 78
79 10
36 48
55 61
18 30
30 4
52 28
44 24
74 52
66 48
45 25
37 21
78 22
14 37
1 67
17 48
28 57
48 35
60 9
52 5
42 77
75 25
33 28
73 64
25 24
64 15
14 14
13 55
43 77
17 25
28 34
47 47
6 15
71 32
29 35
61 67
6 51
30 79
32 45
37 11
3 18
36 15
1 57
59 35
57 74
21 8
8 74
0 70
66 15
12 44
51 35
1 34
66 51
24 54
5 40
6 5
38 74
77 65
21 21
31 34
54 54
12 57
32 35
51 48
24 31
55 18
17 28
76 77
69 38
26 76
61 70
66 5
4 30
4 66
24 44
76 54
77 19
26 53
5 30
46 68
57 77
58 42
49 73
77 55
62 12
7 76
8 41
0 37
73 21
30 59
23 20
75 67
54 44
13 12
24 21
35 30
55 8
5 7
65 58
77 32
50 15
69 28
7 53
27 31
19 27
19 63
12 24
72 38
51 15
35 7
72 74
64 70
3 60
76 44
22 73
69 5
46 58
18 39
38 54
49 63
8 31
48 67
73 11
11 36
39 18
41 64
52 73
53 38
44 69
45 34
56 43
76 21
22 50
34 61
58 9
8 8
27 21
75 34
0 40
41 41
4 10
72 28
23 23
74 74
56 56
49 17
22 63
14 59
7 56
52 63
72 41
37 20
10 66
78 57
55 73
61 4
27 11
18 42
9 79
12 4
10 43
34 28
25 59
46 2
49 7
7 10
79 35
70 66
41 8
52 17
44 13
63 63
34 5
44 49
24 76
16 72
30 6
33 17
6 63
52 30
44 26
72 8
64 4
54 76
32 57
37 23
51 70
24 53
3 30
15 4
55 40
47 36
26 13
18 9
21 20
10 10
54 53
74 31
23 65
43 43
22 20
76 76
28 36
58 64
77 77
75 4
41 11
44 16
20 73
12 69
51 60
43 56
55 30
5 29
79 15
71 11
77 54
15 79
6 30
50 73
0 72
20 50
31 59
32 24
23 55
51 37
35 29
1 36
17 17
76 66
48 4
38 76
50 50
42 46
21 23
62 24
8 53
20 27
44 6
75 79
74 34
66 30
13 24
23 68
47 16
46 57
65 70
38 53
17 30
9 26
49 62
50 27
29 4
68 75
69 40
39 17
30 48
19 75
13 37
59 4
37 65
56 78
57 43
9 3
69 53
73 23
20 17
12 13
23 22
51 4
75 69
1 3
33 72
12 49
32 27
64 59
16 19
1 39
46 47
65 60
57 56
15 59
29 79
20 30
12 26
31 39
1 16
65 37
69 7
14 71
59 79
30 15
8 33
30 51
52 75
4 35
65 14
3 39
22 52
68 19
57 46
42 3
26 58
27 23
18 54
19 19
79 70
21 65
52 52
1 6
33 75
53 53
65 27
22 65
67 73
30 5
71 43
17 72
48 59
40 55
11 28
31 6
75 49
33 52
34 17
52 65
37 22
2 64
3 29
76 13
67 50
26 12
70 55
36 62
27 13
5 74
29 59
33 29
25 25
53 7
44 38
2 41
3 6
67 27
3 42
43 78
7 12
47 48
26 25
59 59
9 58
62 69
25 38
51 59
22 32
13 69
79 14
47 61
5 64
6 29
17 75
58 76
40 58
41 23
33 19
64 6
10 35
2 31
4 77
70 22
35 64
15 6
28 25
17 52
63 19
69 62
48 39
21 22
74 33
20 62
25 28
66 29
45 6
23 67
24 32
3 9
35 41
79 4
35 77
77 43
42 58
61 71
33 9
39 52
16 41
17 42
57 78
77 56
21 12
7 77
60 3
73 22
30 60
62 49
39 65
13 13
51 39
35 31
34 72
67 20
13 49
46 46
28 28
48 6
50 52
61 61
62 26
19 64
39 42
30 73
1 15
13 26
53 62
72 75
68 41
57 68
9 28
49 64
29 6
11 37
11 73
12 38
52 74
72 52
51 29
24 12
64 48
46 36
37 67
38 32
15 48
61 15
7 44
27 22
50 42
8 45
54 12
19 54
20 19
11 50
31 28
51 6
33 74
34 39
24 25
56 57
34 75
57 58
49 54
11 27
39 9
20 32
23 37
35 11
76 12
1 18
34 52
14 73
79 59
71 55
29 58
0 31
20 9
12 5
23 14
41 68
64 51
65 16
49 8
14 50
15 15
26 24
49 44
15 51
28 70
48 48
30 30
21 67
60 58
76 2
14 27
46 16
38 12
7 24
17 74
29 48
21 44
6 64
52 31
64 5
74 55
53 32
45 28
76 15
15 5
59 48
17 51
52 8
75 28
40 70
60 48
33 31
73 67
22 21
66 64
78 38
36 41
55 54
48 15
67 65
70 70
36 77
9 60
77 78
48 51
33 8
52 21
10 24
62 71
74 45
20 74
37 14
43 57
1 60
67 42
9 37
29 15
21 11
5 66
29 51
33 21
25 17
51 38
22 11
66 54
59 15
4 79
35 66
7 4
48 5
41 2
27 67
44 7
10 14
12 60
4 56
78 5
23 69
51 51
55 21
59 28
79 6
17 31
29 5
42 60
62 38
43 24
13 38
59 5
17 8
28 17
49 76
69 54
42 37
21 14
19 53
10 4
51 5
74 25
72 64
24 24
34 74
5 10
38 44
57 57
49 53
77 35
68 66
26 69
58 58
54 24
73 37
35 10
1 17
4 59
24 37
38 57
50 31
69 44
61 40
7 69
8 34
73 14
19 43
31 17
44 72
10 79
76 24
34 64
3 76
30 29
71 67
73 27
19 56
20 21
52 53
72 31
25 72
53 54
37 46
79 48
50 21
15 63
27 37
44 62
35 13
38 24
78 60
3 66
68 46
