# family=structured seed=1
# opt_upper_bound=6
60 915
38 23
36 53
59 55
27 4
7 35
18 35
27 13
19 9
40 41
8 18
6 48
11 14
41 15
21 46
6 57
44 20
33 29
52 42
25 25
4 2
10 36
33 38
41 51
56 3
10 45
22 10
2 41
3 6
10 54
33 56
44 56
2 50
14 15
37 17
56 21
2 59
37 26
57 13
15 7
26 7
49 9
55 43
14 51
7 12
59 50
18 21
36 57
59 59
48 40
29 36
40 36
41 19
25 11
10 22
25 20
33 33
44 33
2 27
51 50
22 23
2 54
14 19
43 55
37 30
59 27
26 2
55 38
47 34
26 11
55 47
7 7
47 43
55 56
59 54
48 17
17 48
29 22
48 35
21 18
29 31
11 4
40 40
41 5
21 36
41 14
52 23
21 54
41 32
2 13
44 28
2 31
22 9
34 11
2 40
14 5
32 41
3 14
14 14
37 16
59 13
55 24
14 32
36 29
59 31
15 6
26 6
47 47
48 12
5 41
29 8
36 56
9 39
47 56
5 50
6 15
9 48
5 59
29 35
40 35
29 44
41 9
6 51
52 18
33 23
39 57
2 17
31 53
2 26
10 39
22 4
51 40
37 2
43 36
14 9
37 11
43 45
35 41
55 10
13 50
24 50
59 17
13 59
24 59
59 26
36 33
48 7
29 3
40 12
21 8
6 19
29 21
58 57
50 53
33 9
39 43
33 18
54 50
12 44
54 59
43 22
51 35
2 30
13 27
24 27
3 4
32 40
55 14
13 45
47 10
1 52
13 54
24 54
17 24
28 24
5 31
5 40
6 5
40 7
6 14
5 58
21 21
27 55
6 32
50 57
54 27
39 47
51 12
54 45
39 56
54 54
12 48
13 13
24 13
13 22
32 35
51 48
13 31
24 31
1 38
35 40
36 5
43 53
5 8
35 58
46 46
9 6
9 15
17 28
28 28
48 6
5 35
17 37
28 37
50 34
6 9
27 50
8 46
54 13
27 59
20 20
54 31
23 25
51 7
2 2
2 11
32 12
24 8
32 21
43 21
23 52
13 17
24 17
35 17
13 26
24 26
43 39
16 22
1 33
35 35
59 2
1 42
59 11
55 22
46 41
36 18
5 12
9 19
40 6
58 51
19 32
39 10
19 41
27 54
11 37
42 52
54 17
30 59
31 24
54 26
0 55
51 2
32 7
23 38
43 16
35 12
16 8
13 21
53 57
43 34
56 53
1 28
35 30
16 26
36 4
46 36
57 36
38 32
5 7
9 5
9 14
15 48
15 57
26 57
50 24
18 53
27 31
19 27
8 36
42 38
54 3
12 6
19 54
11 50
12 15
31 28
4 11
11 59
39 41
51 6
31 37
51 15
4 29
23 42
35 7
34 39
45 39
35 16
1 23
22 55
56 57
16 30
17 4
28 4
38 36
46 49
9 9
26 52
27 17
7 48
27 26
50 28
18 57
50 37
11 27
19 40
31 5
42 42
30 49
0 45
11 54
12 19
52 55
51 10
53 29
4 24
32 6
12 37
13 2
24 2
25 56
34 34
35 2
13 11
24 11
45 34
34 43
45 43
1 18
46 8
53 56
16 16
22 50
57 8
57 17
5 6
18 25
50 5
18 34
49 49
27 12
8 8
30 8
30 17
11 13
0 22
29 58
19 35
54 2
11 31
54 11
11 40
12 5
39 22
31 18
41 41
12 14
33 46
23 23
41 59
53 24
53 33
4 28
56 29
35 6
22 45
34 47
45 47
14 41
49 8
56 56
46 21
57 12
37 52
15 15
57 21
26 24
49 35
18 29
49 44
8 3
15 51
19 12
42 14
48 48
18 56
8 21
42 23
11 17
29 53
19 30
30 30
0 26
11 26
39 8
31 4
41 36
31 13
12 9
25 46
22 22
56 33
53 46
3 27
22 40
3 36
49 3
7 6
14 54
15 19
55 55
7 15
26 28
38 30
26 37
27 2
50 4
18 33
27 11
19 7
30 16
29 48
40 48
11 21
29 57
21 53
41 40
10 34
33 36
4 9
10 43
34 10
41 58
44 45
10 52
45 10
56 10
25 50
53 32
37 24
46 2
14 40
15 5
26 5
3 49
15 14
26 14
38 16
7 10
36 46
49 25
7 19
47 55
15 32
28 51
48 38
6 41
52 26
21 57
41 35
53 18
10 47
22 12
33 49
44 49
37 28
22 39
3 35
14 35
55 36
3 44
14 44
15 9
26 9
7 5
38 11
15 18
55 45
7 14
48 15
7 23
9 51
29 29
19 6
30 6
48 42
11 2
48 51
6 45
41 12
33 8
29 56
52 30
52 39
10 42
44 44
25 40
3 3
56 18
14 12
32 48
36 27
26 4
36 36
47 36
26 13
17 32
7 9
47 45
48 10
17 41
18 18
9 37
48 19
17 50
5 48
28 50
9 46
40 15
17 59
28 59
