# family=structured seed=2
# opt_upper_bound=4
40 517
15 39
27 4
29 32
30 9
11 5
19 18
30 18
33 20
25 25
33 38
2 32
3 6
37 8
34 21
37 17
37 35
15 16
26 16
38 18
18 12
18 21
7 30
18 30
29 27
30 4
33 33
25 29
37 3
37 12
22 23
3 19
14 19
22 32
3 28
14 28
3 37
14 37
15 2
26 2
36 34
7 7
7 16
29 22
21 18
33 10
2 22
25 24
33 37
22 9
34 11
3 5
14 5
3 14
14 14
22 27
3 23
18 11
9 30
9 39
21 13
6 24
29 26
2 8
10 21
2 26
25 28
22 4
24 32
9 25
5 36
6 19
6 28
29 30
6 37
33 18
32 22
24 27
1 34
35 36
17 6
28 6
36 19
36 28
36 37
5 31
9 29
6 5
29 7
6 14
29 25
21 21
39 29
20 34
10 11
25 9
23 39
2 16
32 17
13 13
24 22
1 29
35 31
36 5
16 36
36 14
5 17
17 19
28 19
36 32
17 28
28 28
9 24
5 35
17 37
28 37
21 16
39 24
20 20
23 25
2 2
20 38
31 38
2 11
4 30
4 39
1 15
35 17
32 30
32 39
35 35
5 3
17 5
28 5
5 12
17 14
28 14
28 23
9 19
5 30
31 24
12 20
20 33
23 29
4 25
32 7
35 3
35 12
32 25
16 8
13 21
24 30
16 26
27 22
30 27
19 36
20 10
39 23
12 6
31 19
39 32
31 28
4 11
23 24
31 37
4 29
24 7
32 20
1 14
24 25
1 32
17 4
9 9
7 39
30 22
11 18
19 31
39 9
20 5
31 5
31 14
39 27
23 10
12 19
23 19
20 32
12 28
23 28
4 24
12 37
34 34
1 9
13 11
24 11
16 16
38 13
5 6
7 25
18 34
8 8
19 17
27 30
11 13
8 26
27 39
39 4
19 35
39 22
12 5
20 18
12 14
23 23
34 20
35 6
37 25
16 2
34 38
15 15
26 15
26 24
18 20
15 33
7 29
27 7
18 38
19 3
19 12
27 25
0 8
8 30
19 30
30 30
0 26
20 13
23 9
25 37
4 14
22 22
34 33
3 27
3 36
14 36
15 10
26 10
38 21
7 24
7 33
18 33
30 7
27 20
29 39
8 16
30 25
11 21
23 4
25 23
10 34
25 32
4 9
34 10
37 6
14 22
37 24
3 31
14 31
15 14
18 10
8 2
21 39
0 16
11 16
33 13
10 20
33 22
25 18
25 27
10 38
3 17
14 17
22 30
37 19
3 26
14 26
22 39
37 28
3 35
14 35
38 11
18 14
7 23
29 29
19 6
0 2
6 36
21 34
33 8
25 4
25 22
10 33
2 29
22 7
3 3
14 3
34 18
37 5
3 12
14 12
22 25
37 14
37 23
36 36
7 9
18 18
21 11
29 24
21 20
6 31
21 38
10 10
25 8
33 21
2 15
24 39
36 22
36 31
7 4
9 23
17 36
28 36
9 32
6 17
21 24
6 35
21 33
10 5
10 23
32 29
14 2
13 34
14 11
36 17
36 35
17 31
28 31
9 27
6 3
6 12
21 10
29 23
33 11
2 5
25 7
10 18
32 24
13 20
24 29
14 6
13 38
36 3
36 12
17 8
9 4
17 17
28 17
5 24
9 22
17 35
28 35
29 9
29 18
21 14
31 36
10 13
23 32
24 24
35 24
13 33
16 38
17 3
28 3
17 12
28 12
5 19
5 28
5 37
29 4
21 9
30 39
39 26
31 31
23 27
4 23
12 36
23 36
4 32
32 14
1 8
13 10
32 23
35 19
32 32
16 15
1 26
35 28
1 35
24 37
35 37
5 5
5 14
17 16
5 32
27 29
6 6
19 34
31 17
39 30
12 13
39 39
23 22
31 35
12 31
23 31
4 27
32 9
35 5
24 14
35 14
32 27
24 23
16 28
36 6
38 34
9 7
27 15
27 24
30 29
39 7
30 38
31 3
11 34
39 16
31 12
39 25
20 21
4 4
12 17
4 22
32 4
12 35
4 31
34 32
24 9
1 16
13 18
24 18
37 37
1 25
38 20
5 4
9 2
38 38
7 32
18 32
8 15
11 11
30 24
11 20
11 38
12 3
12 12
4 8
23 30
1 2
24 4
15 22
38 33
7 27
27 23
19 19
27 32
0 15
11 15
19 28
19 37
11 33
20 11
23 7
34 13
34 22
22 29
37 36
15 8
26 8
38 10
7 13
18 13
15 26
26 26
7 22
27 9
19 5
19 14
30 14
27 27
11 10
30 23
30 32
31 6
23 2
33 34
12 11
25 30
4 7
25 39
34 17
22 24
34 35
37 31
