# family=structured seed=0
# opt_upper_bound=10
100 1955
67 59
59 55
90 42
55 84
28 67
83 3
47 80
48 45
6 48
50 91
84 4
81 78
6 84
85 48
3 15
85 84
32 78
78 45
43 87
46 98
30 4
82 51
48 58
21 41
41 19
52 28
74 52
20 81
25 47
86 26
89 31
55 38
18 7
98 36
29 22
60 9
9 80
69 94
42 77
21 54
54 51
27 97
53 6
31 67
97 12
2 40
43 41
22 18
14 14
13 55
7 11
47 47
92 55
71 32
63 28
50 58
94 15
80 80
81 45
27 74
30 79
2 17
0 93
93 55
66 38
85 51
31 80
4 63
32 45
23 76
78 12
3 18
13 68
99 71
4 99
65 78
17 38
36 51
80 57
5 63
92 68
42 67
80 93
20 48
66 15
55 5
67 16
12 80
16 50
17 15
22 93
28 24
57 87
9 47
29 25
21 21
8 87
54 54
95 55
74 32
66 28
51 48
89 11
36 5
87 87
47 14
88 52
99 61
5 17
46 55
65 68
56 99
49 60
77 42
68 73
61 34
7 63
80 47
26 76
92 58
82 93
61 70
62 35
19 73
11 69
12 34
31 47
4 30
84 59
1 24
33 93
53 71
24 44
64 80
22 83
37 99
38 64
58 42
80 60
81 25
73 21
84 36
87 41
66 18
12 47
53 48
47 4
65 58
38 41
56 89
3 83
89 86
22 96
14 92
80 37
81 2
19 27
79 78
39 5
98 91
71 74
29 77
8 54
39 41
4 20
51 15
96 23
41 87
53 61
72 74
37 53
57 31
2 95
68 40
15 34
86 94
59 77
89 99
50 28
42 24
61 37
7 66
81 15
18 75
19 40
23 10
82 96
21 86
40 99
12 37
44 69
65 12
57 8
76 21
88 32
34 61
46 35
65 48
78 67
89 76
8 8
27 21
70 99
71 64
91 42
83 38
54 11
41 41
23 23
87 44
88 9
74 74
25 69
53 51
99 18
56 56
14 59
86 84
18 29
59 67
30 3
89 89
90 54
36 83
83 15
60 31
11 26
71 77
31 4
72 5
29 80
66 83
86 61
37 56
78 57
97 70
3 63
89 66
61 4
7 33
47 69
26 46
59 80
71 54
63 50
77 97
28 92
95 2
60 44
12 4
64 14
2 39
62 90
33 63
73 99
32 67
51 80
35 72
15 14
1 79
86 74
98 48
90 44
63 27
91 9
55 86
52 17
63 63
10 20
41 44
25 36
53 18
78 47
79 12
70 43
98 25
89 56
90 21
55 63
88 97
48 24
5 62
92 67
30 6
17 73
9 69
83 18
29 47
75 14
40 56
52 30
93 31
72 8
30 91
22 7
14 3
78 24
51 70
24 53
97 37
43 66
35 62
36 27
88 74
59 47
79 25
70 56
28 59
80 69
60 11
92 80
10 10
69 96
62 57
54 53
27 99
73 66
66 27
11 91
31 69
3 7
43 43
89 10
14 16
96 55
67 28
59 24
32 70
43 79
76 76
96 91
28 36
47 49
46 90
49 95
77 77
33 7
52 20
93 21
44 16
31 46
50 96
91 97
42 92
85 53
4 65
97 27
84 94
55 30
99 73
5 29
79 15
71 11
57 76
63 7
6 30
58 77
50 73
42 69
8 76
0 72
73 56
97 4
47 3
67 18
17 17
22 95
92 47
77 67
50 50
68 98
61 59
62 24
19 62
23 32
83 83
8 89
23 68
84 84
96 58
47 16
46 57
92 24
65 70
58 31
68 75
15 69
80 49
26 78
73 10
18 74
30 48
50 63
42 59
54 33
19 75
66 7
11 71
12 36
31 49
25 91
99 40
37 65
16 42
57 43
28 16
69 17
26 55
38 66
79 67
58 44
90 76
27 56
20 17
11 48
39 30
30 61
91 77
94 82
24 23
10 88
76 33
34 73
99 53
65 60
57 56
9 16
68 65
15 59
80 39
26 68
18 64
30 38
31 3
42 49
82 85
29 79
75 46
0 52
12 26
52 62
33 85
34 50
25 81
65 37
38 20
56 68
2 97
3 62
49 29
22 75
76 46
7 32
26 45
18 41
