# family=hard seed=2
20 136
7 17
4 9
8 9
0 5
5 19
8 18
0 14
2 11
11 14
1 15
13 17
6 11
7 19
18 19
3 6
12 18
3 15
5 12
8 11
14 15
9 10
0 7
2 4
9 19
0 16
1 17
13 19
7 12
14 17
5 14
9 12
0 9
1 19
15 18
12 13
3 10
5 7
0 2
3 19
4 18
5 16
9 14
14 19
1 3
1 12
7 16
12 15
3 12
5 9
4 11
5 18
10 17
1 14
13 16
2 13
12 17
3 14
5 11
4 13
2 6
10 19
1 16
11 18
2 15
13 18
6 15
3 7
4 6
12 19
14 16
5 13
4 15
17 18
10 12
1 9
0 11
2 8
2 17
6 17
3 9
5 6
4 8
14 18
4 17
1 2
0 4
8 17
0 13
11 13
2 19
6 10
12 14
3 11
4 10
4 19
8 10
0 6
8 19
10 16
0 15
2 12
11 15
12 16
4 12
8 12
9 11
0 8
10 18
0 17
11 17
15 17
6 14
7 13
4 5
4 14
0 1
8 14
10 11
9 13
2 7
11 19
6 7
6 16
16 18
7 15
4 16
5 8
0 3
5 17
8 16
10 13
9 15
0 12
11 12
17 19
6 9
