# family=hard seed=2
30 303
6 18
16 20
7 17
16 29
7 26
3 13
5 10
20 29
12 25
0 5
3 22
5 19
8 18
17 21
0 14
2 11
11 14
23 25
9 26
11 23
13 17
6 11
7 10
10 27
13 26
6 20
16 22
7 19
18 19
24 26
7 28
18 28
3 6
20 22
22 28
12 18
3 15
5 12
8 11
14 15
9 10
0 7
3 24
4 23
5 21
12 27
0 16
11 16
17 23
6 13
10 29
1 26
13 28
2 25
24 28
7 21
18 21
25 27
14 17
5 14
9 12
0 9
3 26
4 25
5 23
9 21
12 29
14 26
1 10
8 25
10 22
1 19
13 21
7 14
1 28
2 27
16 26
7 23
18 23
25 29
12 13
3 10
5 7
6 27
20 26
21 25
0 2
3 19
5 16
9 14
3 28
4 27
1 3
13 14
19 27
10 24
13 23
2 20
16 19
7 16
2 29
16 28
12 15
6 29
5 9
4 11
20 28
12 24
3 21
5 18
14 21
21 27
22 25
23 24
1 5
19 20
10 17
1 14
13 16
8 29
7 9
1 23
0 25
2 22
10 26
11 25
16 21
3 5
6 22
20 21
5 11
4 13
21 29
22 27
14 23
8 13
1 7
2 6
17 25
10 19
13 18
0 18
2 15
1 25
0 27
2 24
16 23
25 26
6 15
15 27
6 24
26 27
12 19
14 16
5 13
12 28
3 25
14 25
4 24
8 15
1 9
0 11
17 27
8 24
19 24
1 18
0 20
2 17
9 23
27 28
0 29
2 26
6 8
11 29
15 20
6 17
15 29
3 9
5 6
4 8
7 25
12 21
18 25
20 25
4 17
21 24
4 26
1 2
0 4
17 20
1 11
11 13
2 10
5 27
10 23
9 25
0 22
11 22
17 29
19 26
28 29
2 28
13 25
15 22
3 11
6 28
4 10
7 27
12 23
18 27
21 26
4 19
8 10
0 6
5 20
8 19
10 16
9 18
0 15
2 12
5 29
10 25
17 22
0 24
11 24
19 28
24 27
15 24
6 21
7 20
18 20
12 16
4 12
7 29
18 29
21 28
8 12
22 29
9 11
0 8
2 5
5 22
8 21
9 20
10 18
17 24
19 21
0 26
2 23
11 26
13 20
15 17
6 14
1 27
24 29
16 25
4 5
7 22
18 22
4 14
0 1
8 14
10 11
9 13
0 10
2 7
5 24
8 23
9 22
0 19
2 16
11 19
19 23
0 28
11 28
6 7
16 18
7 15
26 29
15 28
6 25
7 24
18 24
21 23
4 16
5 8
20 27
22 24
0 3
3 20
8 16
10 13
9 15
0 12
2 9
5 26
14 29
17 28
11 21
19 25
13 15
7 8
1 22
