# family=hard seed=1
30 305
15 21
6 18
16 20
7 17
16 29
4 9
7 26
3 13
20 29
8 9
22 26
12 25
3 22
5 19
8 18
17 21
23 25
11 14
5 28
9 26
11 23
1 15
13 17
6 11
10 27
1 24
13 24
6 20
13 26
7 19
15 23
16 22
18 19
18 28
3 6
20 22
12 18
3 15
5 12
9 10
0 7
5 21
4 23
14 24
11 16
9 28
1 8
10 20
13 19
15 16
6 13
7 12
1 26
15 25
2 25
16 24
7 21
25 27
3 8
20 24
3 17
5 14
14 17
9 12
12 29
5 23
4 25
23 29
9 21
1 10
27 29
8 25
10 22
1 19
13 21
15 18
7 14
1 28
2 27
16 26
7 23
25 29
12 13
6 27
20 26
22 23
12 22
0 2
4 18
9 14
3 28
5 25
4 27
14 28
10 15
8 27
10 24
1 21
13 23
2 20
19 27
7 16
16 28
12 15
3 12
5 9
4 11
6 29
12 24
3 21
5 18
4 20
4 29
8 20
10 17
13 16
19 20
2 13
19 29
7 9
1 23
10 26
2 22
11 25
17 22
3 5
6 22
20 21
12 17
3 14
5 11
21 29
23 26
3 23
14 23
4 22
8 13
17 25
8 22
10 19
1 16
11 18
2 15
13 18
10 28
19 22
11 27
2 24
16 23
26 27
3 7
20 23
4 6
21 22
14 16
5 13
17 19
12 28
3 25
14 25
23 28
17 18
10 12
27 28
2 8
19 24
10 21
1 18
0 20
2 17
9 23
11 20
11 29
2 26
6 8
25 28
6 17
15 29
3 9
5 6
6 26
7 25
12 21
3 18
14 18
4 17
20 25
21 24
1 2
17 20
8 17
10 14
1 11
0 13
28 29
8 26
10 23
9 25
0 22
2 19
11 22
19 26
2 28
6 10
13 25
15 22
7 18
12 14
3 11
6 28
4 10
7 27
12 23
21 26
4 28
8 10
1 4
2 3
5 20
8 19
1 13
9 18
2 12
5 29
8 28
10 16
0 24
2 21
10 25
11 15
11 24
19 28
6 12
13 27
15 24
3 4
6 21
7 20
24 27
18 29
21 28
4 21
8 12
9 11
0 8
8 21
19 21
9 20
0 17
11 17
9 29
0 26
2 23
11 26
13 20
6 14
1 27
15 26
6 23
24 29
4 5
7 22
4 14
0 1
5 15
8 14
0 10
3 27
5 24
8 23
9 22
0 19
11 19
14 27
17 26
19 23
0 28
13 22
6 16
7 15
15 28
6 25
16 27
4 7
7 24
18 24
4 16
22 24
3 20
5 17
8 16
10 13
9 15
3 29
5 26
11 12
14 29
9 24
0 21
2 18
19 25
13 15
6 9
7 8
1 22
