# family=hard seed=1
100 3248
24 97
16 93
17 58
36 71
28 67
29 32
47 80
0 5
40 41
5 83
6 48
11 14
29 68
21 64
40 77
41 42
33 38
25 34
39 81
3 15
22 28
54 97
74 75
13 65
4 96
32 78
51 91
16 70
35 83
36 48
15 25
55 61
1 90
47 57
88 95
18 30
59 68
46 98
70 77
17 71
77 85
28 80
29 45
69 81
48 58
21 41
80 90
6 61
62 78
81 91
54 74
39 94
12 77
23 86
3 28
43 64
35 60
14 37
1 67
66 84
13 78
32 91
65 88
16 83
35 96
36 61
76 97
68 93
47 70
5 73
58 85
77 98
50 81
69 94
42 77
21 54
61 90
8 84
19 93
11 89
39 71
31 67
10 44
20 94
23 99
24 64
51 81
43 77
16 60
17 25
1 80
5 50
6 15
46 88
38 84
57 97
58 62
49 93
50 58
29 35
21 31
61 67
7 96
40 44
27 74
6 51
30 79
50 94
10 21
42 90
8 97
0 93
73 77
20 71
39 84
31 80
32 45
3 18
1 57
87 97
34 91
13 68
4 99
5 27
37 96
57 74
36 51
9 34
76 87
68 83
88 98
26 86
6 28
58 75
50 71
42 67
61 80
80 93
27 87
0 70
20 48
11 79
39 61
30 92
31 57
23 53
2 30
1 34
12 80
13 45
32 58
72 94
23 89
24 54
64 90
16 50
35 63
9 11
22 93
1 70
5 40
46 78
65 91
38 74
42 44
15 90
7 86
27 64
18 95
10 11
42 80
8 87
19 96
20 61
60 97
11 92
12 57
13 22
31 70
32 35
52 93
23 66
64 67
43 44
35 40
34 81
53 94
45 90
5 17
38 51
56 99
57 64
76 77
49 60
28 37
68 73
15 67
27 41
18 72
38 87
79 88
58 65
50 61
90 97
82 93
61 70
19 73
20 38
12 34
30 82
31 47
91 98
23 43
83 94
41 97
1 24
25 89
53 71
24 44
37 63
64 80
16 40
56 76
3 70
14 79
34 94
5 30
46 68
38 64
57 77
49 73
15 80
7 76
8 41
27 54
0 37
18 85
19 50
0 73
41 74
33 70
12 47
44 79
16 17
1 37
5 7
56 89
49 50
14 92
27 31
18 62
19 27
30 36
50 51
42 47
82 83
29 77
8 54
48 90
40 86
39 41
52 60
31 37
4 20
75 80
41 87
1 14
33 83
34 48
25 79
72 74
45 57
85 93
10 99
16 30
56 66
2 95
3 60
14 69
15 34
26 43
46 58
18 39
59 77
38 54
86 94
49 63
15 70
7 66
8 31
48 67
0 27
19 40
11 36
30 49
63 83
29 90
21 86
41 64
60 77
12 37
25 56
44 69
10 76
2 72
74 97
37 66
3 73
15 47
55 83
26 56
59 90
17 93
9 89
21 63
40 76
11 49
4 10
10 53
21 99
41 77
1 4
54 96
33 73
34 38
44 82
37 43
51 90
2 85
43 86
15 24
7 20
26 33
18 29
59 67
78 80
70 76
17 70
55 96
28 79
7 56
8 21
47 92
48 57
40 53
19 30
5 95
6 60
71 77
29 80
21 76
40 89
41 54
60 67
33 50
6 96
52 63
25 46
73 86
39 93
10 66
2 62
14 36
34 51
74 87
66 83
85 96
32 90
24 86
3 63
16 82
43 99
35 95
36 60
15 37
26 46
67 84
18 42
36 96
77 97
29 57
21 53
40 66
10 43
62 90
33 63
20 93
12 89
32 67
23 98
51 80
2 75
22 53
35 72
14 49
1 79
7 10
66 96
13 90
18 19
16 95
17 60
36 73
9 56
29 34
47 82
8 11
0 7
40 43
5 85
6 50
58 97
9 92
50 93
10 20
29 70
42 89
8 96
41 44
33 40
25 36
39 83
51 57
2 52
3 17
54 99
74 77
66 73
85 86
13 67
4 98
32 80
51 93
24 76
43 89
35 85
36 50
28 46
1 92
7 23
47 59
88 97
59 70
6 27
38 96
9 69
28 82
21 43
61 79
80 92
27 86
6 63
30 91
10 33
2 29
62 80
20 83
12 79
31 92
32 57
23 88
24 53
3 30
35 62
1 69
13 80
24 89
65 90
16 85
17 50
57 86
76 99
68 95
47 72
6 40
58 87
42 79
8 86
27 99
0 82
19 95
39 73
31 69
32 34
23 65
2 42
3 7
35 39
14 16
20 96
12 92
13 57
53 93
32 70
16 62
17 27
56 98
36 40
28 36
6 17
38 86
57 99
9 59
61 69
80 82
27 76
30 81
31 46
50 96
42 92
2 19
62 70
54 66
0 95
20 73
39 86
12 69
13 34
31 82
4 65
32 47
23 78
24 43
72 83
43 56
16 39
84 94
35 52
5 29
46 67
37 98
65 80
16 75
76 89
9 36
49 72
68 85
15 79
26 88
6 30
38 99
58 77
50 73
69 86
42 69
61 82
8 76
0 72
19 85
20 50
11 81
12 46
30 94
31 59
12 82
13 47
53 83
72 96
24 56
16 52
56 88
22 95
65 93
38 76
57 89
49 85
68 98
42 46
21 23
7 88
27 66
0 49
18 97
19 62
20 27
39 40
30 71
31 36
10 13
8 89
54 56
0 85
41 86
20 63
