# family=structured seed=0
# opt_upper_bound=3
30 345
27 4
8 9
0 5
8 18
0 14
0 23
10 27
25 25
3 6
26 7
7 3
18 3
15 16
26 16
15 25
7 21
19 4
0 9
25 20
3 28
14 28
15 2
26 2
15 11
26 11
7 7
18 7
29 13
6 29
21 27
11 4
10 17
2 13
2 22
3 5
14 5
3 14
14 14
3 23
14 23
15 6
17 25
29 8
10 3
10 12
25 10
10 21
25 19
2 26
22 13
3 9
14 9
3 18
14 18
17 20
5 27
28 29
29 3
21 17
6 28
25 5
10 16
10 25
3 4
28 6
9 11
9 29
6 5
29 7
6 14
21 12
6 23
21 21
10 11
2 16
13 13
24 13
13 22
24 22
1 29
5 8
17 10
9 6
17 19
28 28
6 9
6 18
20 20
12 25
2 2
2 11
24 8
16 13
13 26
24 26
16 22
5 3
28 5
28 14
28 23
9 28
29 6
6 13
12 20
23 29
4 25
1 28
16 26
5 7
28 9
9 5
5 16
28 18
9 14
19 27
20 10
23 6
20 19
12 15
4 11
4 20
1 5
1 14
13 16
24 16
1 23
17 4
9 9
27 17
8 13
19 22
0 18
12 10
12 19
23 28
13 2
24 2
1 9
13 11
24 11
1 18
16 16
5 6
27 12
8 8
27 21
19 17
11 13
11 22
23 5
23 14
4 10
23 23
4 19
24 6
16 2
15 15
26 15
15 24
26 24
7 29
18 29
8 3
19 3
19 12
27 25
0 8
11 8
19 21
0 17
11 26
20 4
23 9
23 18
22 22
7 6
18 6
26 28
27 11
8 7
27 20
0 3
19 25
0 21
12 4
22 26
18 10
7 28
18 28
0 7
11 7
11 16
10 20
2 25
25 27
3 8
14 8
22 21
7 5
18 5
15 18
7 14
18 14
7 23
18 23
29 29
21 25
11 2
25 4
2 20
22 7
3 3
14 3
22 16
26 13
15 13
7 9
18 9
18 18
21 20
21 29
10 10
10 19
7 8
2 15
25 17
2 24
22 2
22 11
3 7
14 7
17 27
28 27
9 23
6 8
6 17
29 28
2 10
25 12
25 21
3 2
9 18
5 29
6 3
29 5
6 12
29 14
21 10
29 23
21 19
13 20
14 6
28 8
17 17
9 22
6 7
29 9
29 18
21 23
20 27
10 4
25 2
10 13
24 15
13 15
16 11
24 24
13 24
28 3
5 10
17 12
9 8
17 21
5 28
12 27
1 8
16 6
16 15
16 24
5 5
28 7
9 3
5 14
5 23
6 6
21 4
20 17
23 22
4 27
1 3
1 12
13 23
16 19
5 9
9 7
5 18
19 20
8 29
19 29
20 12
23 8
20 21
4 4
12 17
4 22
1 7
27 10
8 6
27 19
11 11
0 29
11 29
23 3
20 16
12 12
20 25
12 21
4 17
1 20
15 22
26 22
7 18
19 10
0 6
19 19
11 15
8 28
11 24
23 7
4 12
4 21
1 6
15 26
26 26
8 5
8 14
27 27
8 23
19 23
0 28
22 15
22 24
3 29
14 29
18 8
