# family=structured seed=2
# opt_upper_bound=2
20 204
12 4
6 18
18 17
4 9
17 3
3 13
5 10
8 9
10 6
9 8
11 5
2 2
5 19
14 13
9 17
11 14
19 18
1 15
13 17
6 11
18 10
4 2
18 19
3 6
5 3
8 2
17 5
12 18
5 12
8 11
17 14
9 10
0 7
2 4
19 11
0 16
1 8
13 10
15 7
7 3
13 19
15 16
6 13
16 15
18 3
18 12
5 5
8 4
3 17
5 14
14 17
0 9
13 3
13 12
15 9
6 6
16 8
18 5
18 14
12 13
3 10
14 10
19 6
0 2
3 19
14 19
13 5
15 2
13 14
7 7
7 16
12 6
3 3
14 3
3 12
14 12
17 11
9 7
5 18
9 16
15 4
10 17
15 13
7 9
18 9
18 18
3 5
14 5
4 4
17 4
12 17
3 14
5 11
14 14
9 9
8 13
10 10
1 7
15 6
19 13
7 2
1 16
10 19
2 15
11 18
13 18
16 14
18 11
12 10
17 12
9 2
12 19
5 13
4 15
10 3
17 18
8 15
10 12
1 9
11 11
2 8
13 11
7 4
16 7
19 15
16 16
12 3
6 17
12 12
5 6
4 8
3 18
14 18
8 8
10 5
1 2
0 4
19 17
10 14
11 13
16 9
6 10
12 5
6 19
7 18
12 14
3 11
14 11
17 13
19 10
1 4
11 6
16 2
10 16
19 19
0 15
11 15
6 3
15 15
6 12
17 6
19 3
19 12
0 8
16 4
10 18
11 17
15 8
6 5
6 14
18 13
14 6
8 5
19 5
9 4
17 17
8 14
10 11
19 14
11 10
2 7
11 19
2 16
13 13
6 7
18 6
16 18
7 15
12 11
4 7
4 16
17 10
8 7
11 3
5 17
8 16
10 13
9 15
11 12
2 9
17 19
13 6
15 12
7 8
