# family=hard seed=2
60 1277
17 58
8 9
0 5
6 48
11 14
41 42
33 38
44 47
2 50
22 28
14 24
36 48
15 25
47 57
29 45
48 58
21 41
40 54
2 27
25 47
32 55
3 28
14 37
17 48
9 44
28 57
10 44
2 40
3 5
17 25
36 38
28 34
6 15
9 57
50 58
29 35
21 31
40 44
6 51
10 21
2 17
13 32
32 45
51 58
24 41
3 18
43 54
1 57
6 28
20 48
12 44
31 57
23 53
2 30
1 34
13 45
24 54
16 50
9 11
9 47
8 51
11 56
2 7
12 57
13 22
4 53
32 35
24 31
43 44
16 27
46 55
38 51
17 28
9 24
6 18
30 46
42 57
20 38
39 51
12 34
31 47
34 58
16 40
5 30
8 41
27 54
0 37
19 50
12 47
4 43
23 56
1 37
5 7
38 41
9 14
15 57
7 53
27 31
19 27
30 36
50 51
8 54
0 50
20 28
11 59
12 24
39 41
23 33
1 14
34 48
45 57
37 53
16 30
18 39
38 54
8 31
19 40
11 36
30 49
12 37
25 56
4 33
22 50
14 46
7 43
18 52
8 44
11 49
12 14
4 10
44 46
10 53
1 4
34 38
45 47
14 59
15 24
7 20
26 33
7 56
8 21
40 53
11 26
41 54
3 27
22 40
14 36
26 46
29 57
21 53
10 43
25 59
14 49
18 19
9 56
8 11
0 7
40 43
6 50
11 16
10 20
33 40
25 36
44 49
10 56
51 57
2 52
3 17
22 30
14 26
36 50
7 23
47 59
6 27
29 47
21 43
40 56
10 33
2 29
32 57
24 53
17 50
9 46
28 59
6 40
2 6
25 26
32 34
3 7
35 39
17 27
28 36
5 52
6 17
9 59
29 37
21 33
39 50
31 46
10 23
2 19
13 34
32 47
24 43
16 39
1 59
17 40
9 36
6 30
20 50
12 46
31 59
23 55
1 36
13 47
16 52
9 13
5 42
6 7
42 46
21 23
8 53
0 49
20 27
39 40
10 13
23 32
2 9
54 56
12 59
4 55
32 37
43 46
16 29
35 42
1 49
5 19
46 57
17 30
9 26
6 20
30 48
42 59
20 40
39 53
12 36
4 32
1 26
16 42
26 55
5 32
8 43
27 56
0 39
19 52
11 48
12 13
1 3
45 46
16 19
1 39
5 9
46 47
38 43
9 16
8 20
27 33
19 29
11 25
30 38
42 49
8 56
44 58
23 35
1 16
34 50
45 59
15 36
26 45
18 41
27 46
0 29
19 42
11 38
30 51
3 39
14 48
7 45
8 10
0 6
11 15
0 42
33 39
12 16
4 12
44 48
2 51
22 29
1 6
45 49
37 45
56 58
15 26
7 22
18 31
29 46
8 23
40 55
11 28
22 42
14 38
28 58
7 35
18 44
29 59
21 55
10 45
2 41
3 6
14 15
3 42
15 16
47 48
18 21
9 58
21 32
0 9
40 45
6 52
33 42
25 38
44 51
2 54
3 19
43 55
22 32
17 39
6 29
21 45
40 58
2 31
13 46
24 55
5 41
17 52
9 48
21 22
6 42
10 12
24 32
3 9
35 41
14 18
13 59
17 29
36 42
9 25
47 51
