# family=hard seed=0
40 509
15 30
26 30
18 26
26 39
7 35
18 35
29 32
8 9
0 5
8 18
0 14
0 23
10 27
10 36
3 15
14 15
22 28
3 24
22 37
3 33
15 16
7 12
18 21
18 30
6 34
29 36
2 27
25 29
2 36
22 23
3 19
14 19
3 28
14 28
3 37
14 37
17 39
28 39
7 16
6 38
21 36
2 13
10 26
2 22
33 37
2 31
3 14
22 27
3 23
36 38
17 34
28 34
7 11
6 24
6 33
29 35
21 31
10 12
2 8
10 21
2 17
10 30
25 28
10 39
2 35
32 36
24 32
3 9
3 18
16 37
5 27
28 29
9 25
17 38
28 38
9 34
6 19
6 28
29 30
21 26
6 37
21 35
20 39
10 16
2 12
2 30
13 27
24 27
3 4
1 34
13 36
16 32
9 11
5 22
17 24
9 20
17 33
9 29
9 38
6 23
21 30
20 34
10 11
2 7
12 39
23 39
2 16
13 22
32 35
16 18
1 29
13 31
24 31
16 27
16 36
5 17
17 19
9 15
5 26
17 28
9 24
5 35
28 37
9 33
20 29
12 25
23 25
20 38
31 38
23 34
1 15
13 17
1 24
13 26
24 26
16 22
32 39
13 35
24 35
5 12
17 23
9 19
5 39
27 36
6 13
8 32
19 32
0 37
11 37
20 24
12 20
20 33
31 33
23 29
4 25
23 38
4 34
24 30
16 26
1 37
16 35
5 7
9 14
27 31
8 27
19 27
19 36
12 15
4 11
23 24
20 37
31 37
4 29
4 38
34 39
1 14
1 23
24 25
16 30
15 34
7 39
18 39
8 22
19 22
27 35
0 18
11 18
8 31
19 31
30 31
0 27
11 27
0 36
11 36
20 23
20 32
4 15
31 32
23 28
4 24
12 37
4 33
15 29
26 29
18 25
15 38
26 38
7 34
18 34
0 4
8 17
0 13
11 13
8 26
19 26
27 39
0 22
11 22
19 35
30 35
0 31
11 31
12 14
4 10
12 23
4 19
4 28
3 32
15 24
7 20
18 20
18 29
7 38
8 12
19 21
0 17
11 17
8 30
0 26
11 26
0 35
11 35
4 5
25 37
3 27
14 27
3 36
14 36
15 19
15 28
26 28
15 37
8 16
11 12
19 25
0 21
11 21
2 39
3 22
14 22
22 35
34 37
3 31
14 31
7 10
15 23
7 19
26 32
7 28
7 37
18 37
8 11
0 7
21 39
0 16
11 16
10 38
2 34
25 36
3 8
3 17
3 26
14 26
22 39
3 35
15 18
7 14
7 23
6 27
21 25
0 2
6 36
29 38
2 20
10 33
33 35
2 29
25 31
3 21
14 21
3 30
14 30
17 32
28 32
7 9
9 37
6 22
6 31
21 38
2 6
10 19
2 15
10 28
2 24
25 26
10 37
2 33
32 34
24 39
35 39
3 16
14 16
17 18
17 27
17 36
9 32
6 8
6 17
21 24
6 35
29 37
21 33
10 14
2 10
2 19
10 32
2 28
2 37
32 38
13 34
3 11
16 39
17 22
9 18
5 29
17 31
5 38
9 36
6 12
6 21
6 30
21 28
6 39
2 5
10 18
2 23
13 20
32 33
24 29
16 25
1 36
16 34
5 15
9 13
5 24
5 33
17 35
28 35
6 25
21 23
20 27
31 36
10 13
23 32
13 15
16 20
1 31
13 33
24 33
16 29
5 10
5 19
17 21
9 17
5 28
9 26
5 37
9 35
27 34
6 20
19 39
30 39
20 22
12 18
2 4
4 23
12 36
23 36
4 32
1 17
13 19
13 28
24 28
16 24
13 37
35 37
16 33
38 39
5 32
8 25
27 38
8 34
19 34
30 34
0 39
11 39
20 26
20 35
4 18
23 31
4 27
1 3
1 21
16 19
1 30
16 28
1 39
5 18
9 16
27 33
8 29
11 25
8 38
30 38
0 34
11 34
20 21
12 17
4 13
12 26
23 26
31 39
1 7
1 25
16 23
26 27
15 36
26 36
5 13
7 32
18 32
27 28
0 11
8 24
19 24
27 37
11 20
8 33
30 33
0 29
11 29
0 38
11 38
4 8
12 21
4 17
12 30
23 30
4 26
1 2
15 22
7 36
27 32
19 28
0 24
11 24
8 37
19 37
11 33
33 39
12 16
4 12
4 21
22 29
1 6
22 38
14 34
15 17
7 13
15 26
7 22
18 22
7 31
8 14
0 10
19 23
11 19
0 28
33 34
25 30
4 7
25 39
3 20
14 20
22 33
34 35
3 29
14 29
7 8
