# family=hard seed=0
80 1943
36 71
0 5
40 41
21 64
40 77
44 47
10 54
2 50
3 15
22 28
74 75
66 71
32 78
24 74
36 48
7 21
18 30
59 68
5 60
70 77
29 45
48 58
21 41
40 54
10 31
2 27
62 78
54 74
25 47
32 55
51 68
43 64
17 48
9 44
47 70
5 73
6 38
42 77
21 54
39 71
10 44
3 5
13 55
32 68
43 77
16 60
17 25
36 38
5 50
58 62
9 57
50 58
61 67
40 44
27 74
30 79
2 17
62 68
54 64
20 71
12 67
4 63
32 45
23 76
24 41
51 58
3 18
16 37
43 54
35 50
5 27
65 78
16 73
17 38
57 74
5 63
6 28
42 67
8 74
39 61
23 53
2 30
13 45
4 76
32 58
24 54
16 50
46 78
38 74
8 51
19 60
11 56
30 69
31 34
10 11
2 7
20 61
12 57
32 35
64 67
43 44
16 27
5 17
46 55
17 28
49 60
28 37
68 73
15 67
7 63
27 41
6 18
18 72
58 65
30 46
50 61
61 70
27 77
60 74
12 34
4 30
23 43
13 35
4 66
45 67
24 44
37 63
14 79
5 30
46 68
38 64
49 73
7 76
0 37
30 59
0 73
41 74
33 70
12 47
4 43
44 79
23 56
22 60
1 37
5 7
37 76
49 50
15 57
26 66
27 31
18 62
19 27
8 54
0 50
60 64
11 59
12 24
39 41
52 60
4 20
23 33
34 48
53 61
72 74
37 53
16 30
3 60
22 73
14 69
15 34
26 43
46 58
49 63
15 70
7 66
8 31
48 67
27 44
0 27
18 75
41 64
52 73
25 56
44 69
10 76
2 72
22 50
14 46
34 61
45 70
37 66
7 43
47 79
26 56
18 52
8 44
40 76
11 49
4 10
44 46
10 53
41 77
1 4
33 73
34 38
37 43
3 50
22 63
15 24
7 20
26 33
18 29
70 76
17 70
7 56
8 21
48 57
0 17
40 53
19 30
6 60
11 26
71 77
63 73
21 76
41 54
60 67
52 63
44 59
2 62
14 36
34 51
37 56
36 60
15 37
55 73
7 33
26 46
9 79
29 57
21 53
10 43
2 39
33 63
25 59
32 67
2 75
43 76
35 72
14 49
1 79
7 10
17 60
36 73
9 56
28 69
8 11
0 7
40 43
6 50
11 16
10 20
29 70
21 66
41 44
73 76
25 36
44 49
31 79
10 56
2 52
22 30
14 26
66 73
13 67
55 63
28 46
7 23
47 59
5 62
9 69
29 47
21 43
10 33
2 29
32 57
51 70
24 53
43 66
17 50
9 46
47 72
5 75
6 40
42 79
2 6
20 60
25 26
39 73
2 42
3 7
35 39
14 16
13 57
32 70
24 66
43 79
16 62
17 27
35 75
36 40
9 23
28 36
47 49
5 52
6 17
58 64
9 59
50 60
21 33
61 69
27 76
31 46
10 23
2 19
62 70
12 69
13 34
4 65
32 47
23 78
51 60
16 39
35 52
1 59
5 29
57 76
9 36
49 72
6 30
58 77
42 69
8 76
20 50
45 79
16 52
9 13
6 7
38 76
21 23
8 53
0 49
19 62
20 27
11 58
30 71
31 36
10 13
23 32
20 63
13 24
4 55
32 37
23 68
24 33
64 69
43 46
72 73
35 42
1 49
46 57
65 70
76 79
49 62
68 75
15 69
7 65
27 43
6 20
19 39
8 66
0 62
19 75
60 76
39 53
12 36
31 49
4 32
34 60
13 37
53 73
37 65
16 42
56 78
15 46
26 55
5 32
18 51
46 70
38 66
8 43
0 39
19 52
12 13
30 61
1 3
33 72
25 68
45 46
16 19
1 39
34 73
46 47
37 78
38 43
78 79
15 59
7 55
19 29
71 76
8 56
0 52
41 53
20 30
60 66
11 61
12 26
31 39
4 22
1 16
34 50
53 63
64 72
56 68
3 62
22 75
14 71
15 36
7 32
38 56
7 68
8 33
48 69
0 29
19 42
6 72
30 51
41 66
33 62
25 58
4 35
44 71
2 74
22 52
14 48
34 63
37 68
36 72
26 58
0 6
18 54
29 69
21 65
40 78
41 43
33 39
44 48
2 51
22 29
1 6
33 75
34 40
25 71
66 72
45 49
56 58
55 62
7 22
26 35
67 73
18 31
70 78
9 68
29 46
48 59
6 62
11 28
21 78
62 79
52 65
44 61
10 68
2 64
22 42
14 38
13 79
36 62
15 39
28 58
55 75
47 71
18 44
29 59
10 45
2 41
14 15
25 61
3 42
43 78
35 74
14 51
7 12
47 48
18 21
17 62
36 75
9 58
28 71
29 36
21 32
0 9
6 52
10 22
21 68
62 69
54 65
20 72
44 51
10 58
51 59
2 54
3 19
43 55
22 32
14 28
24 78
17 39
28 48
5 64
6 29
58 76
9 71
29 49
21 45
40 58
39 62
54 78
13 46
32 59
24 55
43 68
16 51
35 64
1 71
5 41
46 79
17 52
36 65
9 48
21 22
5 77
6 42
10 12
54 55
20 62
39 75
31 71
32 36
24 32
3 9
43 45
14 18
13 59
32 72
65 69
17 29
35 77
9 25
28 38
68 74
5 54
58 66
9 61
50 62
77 79
42 58
21 35
8 65
19 74
39 52
2 21
20 75
13 36
32 49
16 41
35 54
1 61
46 69
9 38
49 74
6 32
30 60
50 75
8 78
0 74
39 65
12 48
