# family=hard seed=2
40 553
7 17
15 30
26 30
18 26
26 39
8 18
11 14
0 23
10 27
10 36
33 38
2 32
25 34
22 28
14 24
3 33
14 33
15 16
18 21
6 34
29 36
21 32
0 9
2 27
2 36
25 38
3 10
14 19
3 28
3 37
17 39
28 39
7 16
6 29
29 31
21 27
6 38
21 36
10 17
2 13
2 22
10 35
33 37
2 31
25 33
3 5
3 14
22 27
3 23
14 32
17 34
7 11
9 30
9 39
6 15
6 24
21 22
6 33
10 12
2 8
10 21
2 17
10 30
2 35
32 36
13 32
24 32
3 9
16 37
17 20
17 29
28 29
9 25
5 36
28 38
9 34
6 10
6 28
29 30
21 26
21 35
20 39
10 16
10 25
2 21
2 30
24 27
1 34
13 36
24 36
16 32
9 11
17 24
36 37
9 20
5 31
9 38
6 23
6 32
21 30
20 34
31 34
10 11
2 7
12 39
23 39
13 22
32 35
16 18
1 29
13 31
24 31
16 36
5 8
9 15
5 26
17 28
5 35
9 33
6 9
6 18
20 29
12 25
20 38
12 34
23 34
2 11
4 39
13 26
24 26
32 39
16 22
1 33
13 35
24 35
16 31
5 12
9 10
5 21
17 23
9 19
5 30
27 36
8 32
19 32
0 37
11 37
20 24
31 33
12 29
12 38
4 34
1 10
13 21
16 17
1 28
13 30
24 30
16 26
1 37
16 35
5 7
5 16
9 14
27 31
19 27
8 36
0 32
11 32
20 28
23 24
20 37
4 20
31 37
12 33
4 29
1 5
4 38
34 39
1 14
13 16
1 23
24 25
16 21
16 30
26 34
5 11
18 39
8 13
19 22
11 18
8 31
19 31
30 31
11 27
0 36
11 36
4 6
12 19
4 15
12 28
12 37
23 37
1 9
1 18
37 39
15 20
15 29
26 29
5 6
7 25
18 25
15 38
26 38
18 34
8 17
27 30
0 13
8 26
19 26
8 35
19 35
30 35
4 10
12 23
4 19
4 28
22 36
34 38
3 32
15 24
7 20
15 33
26 33
7 29
7 38
18 38
8 12
8 21
19 21
11 17
0 26
11 26
0 35
11 35
4 5
25 37
4 14
22 31
3 27
14 27
3 36
14 36
37 38
15 19
7 15
15 28
26 28
7 24
18 24
26 37
0 3
29 39
8 16
11 12
0 21
11 21
11 30
10 34
33 36
25 32
4 9
2 39
3 13
22 26
3 22
14 22
22 35
34 37
3 31
7 19
18 19
15 32
26 32
7 28
18 37
8 11
21 39
0 16
11 16
10 29
25 27
10 38
25 36
3 8
14 17
22 30
3 26
14 26
22 39
3 35
14 35
15 18
7 23
18 23
6 27
21 25
0 2
21 34
2 20
33 35
2 29
2 38
3 12
22 25
3 21
14 21
3 30
14 30
7 9
6 22
6 31
21 38
2 6
10 19
2 15
2 24
25 26
10 37
2 33
25 35
32 34
3 7
13 39
24 39
3 16
14 16
35 39
3 25
14 25
17 27
9 23
5 34
17 36
28 36
9 32
6 8
6 17
21 24
6 35
29 37
10 14
2 10
10 23
2 19
10 32
2 28
13 25
2 37
32 38
13 34
24 34
3 11
5 20
17 22
9 18
17 31
28 31
9 36
6 12
6 21
6 30
6 39
2 5
10 18
2 14
13 20
32 33
13 29
24 29
1 36
13 38
24 38
16 34
35 38
5 15
17 26
36 39
17 35
9 31
6 7
21 23
20 27
20 36
10 13
12 32
2 18
4 37
1 22
32 37
16 20
1 31
13 33
16 29
5 10
5 19
9 17
17 30
28 30
9 26
9 35
27 34
6 11
6 20
8 39
19 39
30 39
20 22
12 18
20 31
23 27
2 4
4 23
4 32
1 8
13 19
1 26
13 28
24 28
1 35
24 37
35 37
16 33
38 39
5 14
5 23
9 21
5 32
27 29
8 34
19 34
30 34
0 39
11 39
12 13
20 26
20 35
4 18
23 31
4 36
13 14
13 23
16 19
1 39
5 9
5 18
8 29
0 25
11 25
0 34
20 30
4 13
31 39
4 22
12 35
4 31
13 18
1 25
16 23
15 27
26 36
5 13
18 32
27 28
0 11
27 37
0 20
11 20
8 33
19 33
30 33
0 29
11 29
0 38
11 38
20 25
4 8
12 21
4 17
12 30
23 30
4 26
1 2
4 35
22 34
34 36
1 11
1 20
3 39
14 39
15 22
7 18
15 31
26 31
7 27
7 36
18 36
8 10
0 6
8 19
27 32
11 15
8 28
19 28
11 24
8 37
19 37
0 33
11 33
33 39
12 16
4 12
4 21
22 29
1 6
22 38
14 34
15 17
7 13
15 26
7 22
18 22
15 35
26 35
7 31
18 31
0 1
8 23
0 19
11 19
0 28
11 28
33 34
25 30
4 7
25 39
4 16
22 24
3 20
22 33
3 29
14 29
3 38
