# family=hard seed=1
60 1184
15 21
55 57
36 53
15 30
26 30
7 26
18 26
15 39
26 39
28 58
7 35
18 35
8 9
0 5
29 41
8 18
21 37
40 41
0 14
11 14
29 50
40 50
48 54
0 23
6 57
29 59
21 55
40 59
10 27
33 38
41 51
10 45
33 47
44 47
2 41
25 43
33 56
44 56
25 52
3 15
14 15
2 59
3 24
22 37
22 46
3 42
14 42
14 51
7 12
36 48
17 44
7 21
18 21
36 57
17 53
28 53
18 30
47 57
9 58
6 34
29 36
48 49
21 32
6 43
48 58
21 41
29 54
21 59
10 22
10 31
2 27
10 40
33 42
2 36
25 47
3 10
10 58
22 23
51 59
2 54
14 19
43 55
13 51
3 28
3 37
16 56
36 43
55 56
17 39
28 39
7 16
5 46
17 48
28 48
9 44
5 55
28 57
9 53
6 29
21 27
6 38
29 40
48 53
21 36
6 47
40 49
21 45
40 58
21 54
10 17
2 22
10 35
2 31
10 44
2 40
25 42
32 41
51 54
2 49
43 50
22 27
13 46
24 46
3 23
32 59
35 46
1 53
13 55
14 32
16 51
24 55
35 55
43 59
17 25
36 38
17 34
28 34
36 47
9 30
5 41
17 43
36 56
9 39
47 56
5 50
6 15
17 52
9 48
5 59
6 24
9 57
50 58
29 44
40 44
21 40
6 51
21 49
10 12
2 8
39 57
2 17
20 53
10 30
31 53
54 55
2 26
10 39
12 58
2 35
32 36
24 32
3 9
32 45
43 45
13 41
24 41
32 54
35 41
43 54
1 48
13 50
24 50
16 46
35 50
1 57
13 59
24 59
35 59
5 27
17 29
28 29
5 36
28 38
47 51
5 45
6 10
17 47
9 43
28 47
5 54
6 19
9 52
50 53
29 30
21 26
6 37
21 35
2 3
10 16
39 52
2 12
20 48
31 48
12 44
2 21
12 53
23 53
2 30
3 4
32 40
1 34
13 36
32 49
16 32
35 36
13 45
24 45
32 58
16 41
43 49
1 52
13 54
24 54
16 50
43 58
9 11
16 59
36 37
9 20
17 33
9 29
5 40
17 42
28 42
5 49
27 55
50 57
0 56
20 34
31 34
20 43
39 56
23 39
2 16
20 52
31 52
12 48
23 48
4 44
12 57
13 22
23 57
4 53
32 35
1 29
13 31
32 44
43 44
1 38
13 40
24 40
43 53
13 49
35 49
5 8
1 56
