# family=hard seed=1
40 547
7 17
26 30
18 26
26 39
18 35
29 32
8 9
8 18
21 37
0 14
11 14
11 23
10 36
25 34
3 6
3 24
14 24
22 37
3 33
14 33
15 16
18 21
7 30
6 34
29 36
21 32
0 9
10 22
2 27
25 29
25 38
22 23
22 32
3 28
14 28
3 37
14 37
7 16
6 29
29 31
21 27
21 36
10 17
2 13
10 26
2 22
10 35
33 37
2 31
25 33
3 5
3 14
3 23
14 23
36 38
28 34
9 39
6 15
6 24
21 22
6 33
21 31
10 12
2 8
10 21
2 17
10 30
2 26
10 39
2 35
13 32
3 18
14 18
16 37
17 20
5 27
17 29
28 29
9 25
5 36
17 38
28 38
9 34
6 19
6 28
29 30
21 26
6 37
21 35
2 3
20 39
10 25
2 21
2 30
13 27
24 27
1 34
13 36
35 36
16 32
5 22
17 24
36 37
9 20
5 31
9 29
9 38
6 14
6 23
21 30
31 34
10 11
2 7
12 39
2 16
13 22
32 35
16 18
16 27
1 38
16 36
5 8
17 19
9 15
17 28
9 24
17 37
28 37
6 9
20 29
12 25
23 25
20 38
31 38
12 34
23 34
2 11
4 39
1 15
13 17
1 24
13 26
24 26
16 22
32 39
13 35
24 35
5 12
17 23
9 28
6 13
8 32
19 32
0 37
11 37
20 24
20 33
31 33
12 29
23 29
4 25
12 38
23 38
4 34
1 10
1 19
13 21
16 17
1 28
13 30
24 30
16 35
5 7
5 16
9 14
5 25
27 31
8 27
8 36
19 36
30 36
4 11
23 24
20 37
12 33
4 29
4 38
13 16
24 25
1 32
16 30
5 11
7 39
18 39
8 13
8 22
19 22
27 35
0 18
8 31
30 31
11 27
0 36
11 36
4 6
12 19
31 32
4 15
12 28
23 28
4 24
12 37
23 37
4 33
1 18
37 39
15 29
26 29
5 6
7 25
18 25
15 38
26 38
8 17
27 30
11 13
8 26
19 26
27 39
0 22
11 22
19 35
30 35
0 31
11 31
12 14
4 10
12 23
4 19
4 28
1 4
22 36
3 32
15 24
7 20
18 20
18 29
18 38
8 12
8 21
19 21
0 17
11 17
0 26
11 26
11 35
4 5
25 37
4 14
3 27
14 27
37 38
15 19
7 15
26 28
7 24
18 24
26 37
7 33
0 3
29 39
8 16
0 12
11 12
0 21
11 21
10 34
33 36
25 32
4 9
2 39
3 13
22 26
3 22
22 35
34 37
14 31
7 28
7 37
0 7
0 16
11 16
10 20
2 25
10 38
14 17
22 30
3 26
14 26
22 39
3 35
15 18
7 14
7 23
18 23
6 27
21 25
0 2
6 36
29 38
21 34
10 15
33 35
25 31
2 38
3 12
22 25
3 21
3 30
14 30
28 32
6 22
21 29
21 38
10 19
25 26
10 37
25 35
32 34
3 7
24 39
35 39
3 25
14 25
17 18
17 27
9 23
5 34
17 36
9 32
6 8
6 17
6 26
6 35
29 37
21 33
10 14
2 10
2 19
2 28
2 37
24 34
3 11
16 39
5 20
17 22
5 29
17 31
28 31
9 27
5 38
9 36
6 12
21 28
6 39
2 14
2 23
13 20
32 33
13 29
24 29
16 25
13 38
35 38
16 34
5 15
9 13
5 24
17 26
36 39
9 22
5 33
17 35
28 35
6 7
6 25
20 36
10 13
23 32
2 9
2 18
4 37
13 15
1 22
32 37
16 20
1 31
24 33
16 38
5 10
5 19
17 21
9 17
5 28
17 30
5 37
9 35
27 34
6 11
8 39
19 39
30 39
20 22
12 27
2 4
4 23
23 36
1 8
13 19
1 26
13 28
24 28
16 24
1 35
13 37
24 37
16 33
35 37
38 39
5 14
9 12
5 23
9 21
5 32
8 25
19 34
0 39
20 26
20 35
4 18
31 35
23 31
4 27
1 3
4 36
13 23
1 30
1 39
5 9
5 18
8 20
19 20
27 33
19 29
11 25
8 38
19 38
30 38
0 34
11 34
20 21
12 17
20 30
4 13
31 39
4 22
12 35
23 35
4 31
1 7
13 18
1 25
16 23
15 27
26 27
15 36
26 36
7 32
8 15
27 28
0 11
8 24
19 24
27 37
0 20
11 20
8 33
19 33
30 33
0 29
11 29
0 38
11 38
4 8
4 17
12 30
23 30
4 26
1 2
4 35
22 34
34 36
1 20
7 18
15 31
7 27
7 36
8 10
8 19
27 32
11 15
19 28
30 37
0 33
11 33
33 39
4 12
22 29
1 6
22 38
3 34
14 34
7 13
15 26
7 22
26 35
18 31
0 10
8 23
19 23
0 19
11 19
30 32
0 28
11 28
33 34
25 30
4 7
25 39
22 24
3 20
14 20
22 33
34 35
3 29
14 29
7 8
