# family=hard seed=0
60 1122
55 57
7 17
36 53
26 30
47 53
7 26
15 39
17 58
26 39
18 35
28 58
8 9
8 18
21 37
0 14
6 48
11 14
21 46
40 50
6 57
11 23
40 59
21 55
33 38
41 51
2 32
25 34
10 45
33 47
44 47
25 43
3 6
10 54
33 56
44 56
2 50
3 15
14 15
22 28
2 59
14 24
22 37
22 46
14 42
14 51
15 16
36 48
47 48
15 25
17 44
7 21
36 57
7 30
18 30
6 34
48 49
21 32
0 9
29 45
21 41
40 54
21 59
10 31
2 27
10 40
2 36
25 38
10 49
44 51
2 45
3 10
10 58
22 23
3 19
14 19
32 55
13 51
43 55
14 28
3 37
14 37
16 56
36 43
28 39
47 52
5 46
17 48
9 44
5 55
28 57
9 53
6 29
21 27
6 38
48 53
6 47
29 49
40 49
21 45
6 56
21 54
10 17
10 26
2 22
10 35
33 37
2 31
25 33
25 42
51 54
3 14
32 50
22 27
13 46
24 46
3 23
32 59
35 46
1 53
13 55
14 32
16 51
24 55
17 25
36 38
17 34
28 34
36 47
5 41
17 43
28 43
9 39
47 56
17 52
6 15
9 48
6 24
9 57
21 22
6 33
29 35
21 31
6 42
29 44
21 49
10 12
39 48
10 21
2 17
20 53
10 30
31 53
54 55
25 28
12 58
23 58
3 9
13 41
24 41
14 18
16 37
32 54
1 48
13 50
24 50
16 46
35 41
1 57
35 50
17 20
17 29
28 29
9 25
5 36
17 38
28 47
9 43
5 54
6 19
17 56
6 28
21 26
42 58
6 46
10 16
2 12
20 48
10 25
12 44
31 48
2 21
31 57
12 53
23 53
2 30
4 49
3 4
32 40
1 34
13 36
32 49
16 32
35 36
1 43
24 45
32 58
16 41
43 49
1 52
24 54
35 54
16 50
43 58
9 11
16 59
36 37
9 20
5 31
28 33
9 29
5 40
28 42
9 38
6 14
9 47
5 58
27 55
50 57
8 51
21 30
0 56
11 56
10 11
31 43
39 56
23 39
2 16
20 52
31 52
12 57
13 22
23 57
4 53
16 18
32 35
1 29
13 31
24 31
16 27
32 44
13 40
35 40
43 44
16 36
43 53
1 47
13 49
24 49
35 49
1 56
35 58
16 54
17 19
46 55
9 15
49 51
5 26
17 28
9 24
5 35
17 37
9 33
5 44
27 41
6 18
19 46
42 48
8 55
19 55
30 55
11 51
42 57
20 29
39 42
31 38
12 34
2 11
4 30
20 47
23 43
31 47
20 56
4 39
31 56
12 52
13 17
4 48
1 24
24 26
4 57
32 39
34 58
13 35
24 35
16 31
1 42
35 44
16 40
16 49
5 12
46 50
9 10
38 46
46 59
57 59
9 19
26 53
38 55
49 55
9 28
5 39
7 58
18 58
27 36
6 13
8 32
8 41
11 37
8 50
19 50
30 50
42 52
20 24
0 55
11 55
39 46
12 29
23 29
12 38
23 38
20 51
4 34
31 51
23 47
1 10
12 56
1 19
23 56
4 52
34 53
53 57
13 30
24 30
16 26
1 37
37 58
16 35
1 46
5 7
5 16
9 14
15 48
5 25
7 44
26 48
15 57
26 57
38 50
8 36
19 36
27 49
0 32
11 32
8 45
30 36
27 58
42 47
50 51
8 54
19 54
42 56
0 50
11 50
12 15
20 28
4 11
11 59
12 24
23 24
20 37
4 20
31 37
12 33
23 33
39 41
4 29
12 42
1 5
34 39
1 14
4 47
45 48
1 23
24 25
37 44
16 21
22 55
34 57
3 51
37 53
16 30
56 57
15 34
26 34
46 49
26 43
38 45
46 58
7 39
18 39
15 52
26 52
49 54
7 48
18 48
7 57
18 57
0 18
11 18
8 31
19 31
27 44
30 31
8 40
30 40
27 53
11 36
8 49
19 49
0 45
11 45
30 58
20 23
4 6
11 54
12 19
41 55
20 32
4 15
31 32
33 51
52 55
4 24
23 37
1 9
34 43
1 18
37 39
53 56
22 50
45 52
3 46
14 46
22 59
3 55
15 20
37 57
15 29
26 29
5 6
26 38
38 40
38 49
0 4
27 30
0 13
11 13
8 26
27 39
29 58
19 35
30 35
8 44
19 44
30 44
0 40
11 40
11 49
12 14
33 46
41 59
52 59
33 55
44 55
25 51
4 28
22 36
34 38
1 13
3 32
22 45
34 47
45 47
37 43
3 50
14 50
37 52
3 59
15 24
15 33
26 33
7 38
15 51
26 51
18 47
8 12
0 8
7 56
8 21
18 56
19 21
0 17
11 17
8 30
19 30
40 53
0 26
0 35
11 35
41 45
4 5
41 54
52 54
4 14
33 50
44 50
14 56
10 57
44 59
2 53
22 31
3 27
22 40
3 36
22 49
45 51
3 45
14 45
22 58
37 47
3 54
14 54
37 56
7 15
26 28
7 24
18 24
26 37
18 33
29 39
48 52
0 12
40 48
19 25
21 44
6 55
40 57
21 53
11 30
10 34
33 36
41 49
25 32
10 43
33 45
41 58
25 41
44 45
10 52
44 54
52 58
2 48
25 50
2 57
14 22
25 59
34 37
3 40
14 40
22 53
37 42
3 49
14 49
15 23
7 19
18 19
15 32
26 32
28 51
7 37
18 37
29 34
0 7
6 41
40 43
48 56
6 50
11 16
29 52
21 48
6 59
10 20
10 29
2 25
25 27
33 40
25 36
10 47
33 49
44 49
25 45
3 8
10 56
51 57
3 17
14 17
22 30
14 26
13 58
24 58
3 35
14 35
14 44
36 41
15 18
47 50
17 46
28 46
7 23
9 42
18 23
47 59
6 27
21 25
0 2
6 36
48 51
6 45
40 47
21 43
40 56
21 52
10 15
10 24
54 58
33 35
2 29
25 31
2 38
25 40
10 51
51 52
43 48
22 25
2 56
3 21
13 53
24 53
16 58
17 32
28 32
55 58
28 41
36 54
17 50
28 50
9 46
17 59
6 22
28 59
9 55
21 29
6 40
40 42
21 47
2 6
2 15
10 28
10 37
2 33
25 35
2 42
51 56
24 39
35 39
3 16
32 52
43 52
13 48
35 48
16 44
13 57
35 57
16 53
17 27
5 34
17 36
47 49
9 32
28 45
6 8
47 58
17 54
28 54
9 50
9 59
21 24
29 37
21 33
10 14
39 50
20 46
31 46
10 23
2 19
20 55
10 32
12 51
23 51
2 28
13 25
2 37
4 56
32 38
24 34
3 11
32 47
43 47
1 41
13 43
24 43
16 39
32 56
1 50
13 52
24 52
35 43
1 59
16 57
17 22
9 18
17 31
36 44
5 38
17 40
28 40
9 36
5 47
6 12
17 49
9 45
5 56
58 59
50 55
6 30
42 51
21 28
6 39
8 58
2 5
20 41
31 41
2 14
20 50
31 50
12 46
23 46
2 23
31 59
12 55
13 20
32 33
1 27
13 29
24 29
16 25
32 42
32 51
43 51
1 45
13 47
35 47
1 54
13 56
24 56
35 56
46 53
5 24
36 39
38 58
17 35
28 35
9 31
28 44
6 7
9 40
6 16
6 25
42 46
21 23
50 59
8 53
19 53
30 53
0 58
11 58
20 36
31 36
10 13
12 32
23 32
20 45
31 45
39 49
39 58
2 18
4 37
31 54
12 50
13 15
12 59
23 59
4 55
13 33
24 33
43 46
16 29
1 40
13 42
35 42
1 49
24 51
35 51
16 47
5 10
1 58
46 48
5 19
46 57
5 28
17 30
28 30
5 37
9 35
27 43
6 20
8 39
30 39
27 52
50 54
8 48
8 57
30 57
0 53
11 53
12 18
20 31
2 4
4 23
31 40
12 36
23 36
4 32
12 45
23 45
20 58
4 41
31 58
12 54
1 17
23 54
4 50
1 26
13 28
16 24
13 37
24 37
16 33
1 44
16 42
5 14
46 52
9 12
38 48
5 23
9 21
15 55
5 32
7 51
18 51
38 57
27 29
49 57
8 25
27 38
30 34
8 43
19 43
27 56
11 39
8 52
19 52
42 54
0 48
11 48
11 57
12 22
31 35
23 31
20 44
4 27
23 40
12 49
1 12
23 49
4 45
34 46
45 46
1 21
13 23
4 54
16 19
34 55
1 30
37 51
45 55
1 39
3 58
46 47
15 41
26 41
5 18
38 43
9 16
15 50
38 52
18 46
15 59
26 59
7 55
8 20
19 20
19 29
27 42
0 25
8 38
19 38
27 51
0 34
11 34
8 47
19 47
30 38
11 43
30 47
19 56
20 21
30 56
0 52
41 53
52 53
23 26
31 39
4 22
44 58
12 35
23 35
4 31
1 7
4 40
34 41
13 18
22 48
34 50
1 25
16 23
22 57
3 53
37 55
5 13
